Id,InDegree,OutDegree,Degree,ModularityClass,Tags,Urls
a06406a4-10e2-4cb1-9826-ca46e4005eee,23,126,149,F,subsist law,http://ministere-de-la-regularisation-de-tous-les-sans-papiers.net
15216df6-72dc-4eeb-a412-68496d72308d,55,137,192,C,,https://tantquilyauradesbouilles.wordpress.com
7f6c7a91-c273-4314-95fa-77b249eaa95c,23,67,90,D,,http://savoirscom1.info
ba295ab3-07ea-433b-878b-0e23836ee307,11,29,40,B,,https://oulaviesauvage.wordpress.com
a8b5a6c2-f639-4a1c-bffa-5165343e906a,19,7,26,D,politics,http://www.remixthecommons.org
bb6fd3d1-64ab-4ee2-9e54-da7af52954cc,2,0,2,B,,http://www.interdemos.net
83091e44-0fab-4088-bbb9-222572ce353d,9,61,70,B,,http://tendanceclaire.npa.free.fr
f8aaab5d-0f30-46d0-879a-586cfc042ad1,0,0,0,NC,web map tool,http://newcloudatlas.org
f769dfaf-e353-4105-b244-445594081553,94,11,105,C,web alienation tool,https://help.riseup.net/fr/better-web-browsing
0d97633e-fa7b-4559-9acc-05f2f5c4cc79,1,7,8,B,,https://noncestnon20052015.wordpress.com
114f69e9-83e0-4ed1-b939-9b82c2033d5e,8,59,67,C,,http://decinestaresistance.weebly.com
7e25709d-c1f2-461a-bc76-4f735789c4dd,17,5,22,B,group,http://france-terre-asile.org
df4f852e-d9c7-4d50-ad66-8909f28e7256,12,3,15,B,,http://santenatureinnovation.com
d1eb8fb0-3625-484e-bb08-853bf10a4607,7,25,32,C,,https://nouvelleshorslesmurs.wordpress.com
05d1c822-845f-489f-91a4-b7c5d89cf156,8,5,13,A,,http://zurbains.com
7d0e7473-b10e-4211-ab3c-b22557c3d902,9,34,43,C,,http://unionpacifiste.org
0f47a4bb-d9a7-4458-ae3a-031b6ca7f620,10,9,19,A,,http://salon-vivreautrement.com
9236e14f-f2dd-4fcb-939b-b3ba4510c3e8,4,5,9,F,space,http://irrueption-belleville.fr
eb8a21b1-7ea1-4c3d-ac3b-04f11d82f8b6,18,5,23,C,,http://theanarchistlibrary.org
e2d025a0-8122-4da6-9f68-5b1d1678b261,11,8,19,A,,http://resogm.org
4969619a-a424-488d-997c-00e4e7a425ff,16,0,16,A,,http://tera.coop
0789b4d3-e6b5-47a1-b57e-cd47f098ab80,13,5,18,F,,http://lesconferenciersgesticulants.org
03a7da0f-2153-4571-b013-b0d06f546302,29,1,30,B,ngo,http://secourspopulaire.fr
76f3d487-b84f-444c-a2e8-1f473b3391bc,11,20,31,D,,http://www.participation-et-democratie.fr
b88b2e2b-91d4-49d0-88d6-b722da96a241,6,1,7,F,subsist law,http://sanspapiers.info
ae2c003d-3e17-475e-9db3-b5043e85c748,11,41,52,C,,http://subsociety.org
201e2dc1-3fef-45df-83eb-9bbf2157656b,5,6,11,D,,http://www.opendatafrance.net
6cdf3e61-40ac-4161-9f60-d5d4d7bd541b,8,63,71,D,,http://www.zoupic.com
22a24ea4-bd89-47ee-b575-4c6adb820a1b,21,5,26,D,,http://ouvaton.coop
31931f03-d081-4e3c-93c8-88e2bc8f696a,9,8,17,D,,http://floksociety.org
5fa4ec46-568c-44f0-8baa-726a9a0d9e38,9,4,13,A,,http://grainesdechangement.com
cec3fc14-92af-4daf-b067-7df592bc1d9d,7,0,7,A,zad,http://nofrackingfrance.fr
971710e6-66fb-4142-aa03-f032dacc9816,18,10,28,B,,http://stopmensonges.com
e6921915-f410-451f-9cb3-c91c38081074,8,14,22,A,,http://roseaux-dansants.org
de9d12e3-43df-49f4-b061-b0506bc2897e,6,0,6,C,,http://salonlivrelibertaire.cybertaria.org
9b1abbf7-53eb-4356-8c8d-1956260928cd,14,50,64,B,,http://lafederation.org
cac55ab5-96a9-4334-aef9-14cd5b996dd2,8,9,17,C,,http://notredamedeslandes2013.org
d4d2d530-3ae9-41a8-922c-6ab8c14e2d66,13,43,56,B,,https://initiativegrecqueaparis.wordpress.com
746435fa-0ff7-46bf-b252-c91c1eb48da3,11,8,19,D,map,http://hackerspaces.org
3df44617-1b69-4cfa-997d-34e581ce8134,20,32,52,A,agriculture,https://senshumus.wordpress.com
961f147a-edae-4440-b8be-f98ef35409ba,19,8,27,A,agriculture eat,http://www.intelligenceverte.org
7aec9af5-dc0f-473c-b889-d950bd5c14ae,9,3,12,A,agriculture,http://semences-biologiques.org
69e4d7a4-f2c5-4ec3-9670-f7dfe65f8b68,22,6,28,A,,http://institut-economie-circulaire.fr
4872b097-5186-4da9-86f6-a5134d269bb8,7,4,11,C,,http://notredamedeslandes2014.org
e62fa580-348a-4523-888b-46080c56d5d2,4,11,15,A,,http://ouiaubiodansmacantine.fr
e04bebe6-2354-419a-ab95-a45bfefeb472,3,3,6,C,,http://tarnac4000.collectifs.net
8c1e4a20-d06f-4a10-97cb-0aaef9ab332c,13,23,36,A,,http://reseau-coherence.org
c4602321-bbf4-4137-afe6-02acbf609f64,26,5,31,D,tool politics,http://www.nosdeputes.fr
a29ff907-ab94-44ab-8c14-34ba9d580661,19,53,72,C,calendar map @lille,http://lille.cybertaria.org
dbc37dc4-ba81-409d-8c0f-3a8a7a1855fb,4,0,4,D,,http://kaleidos-coop.org
41fa34cf-466f-41c9-95e0-5d5b6e67ad7d,9,4,13,D,politics tool,http://www.nossenateurs.fr
e59e9fc0-7967-462b-b585-2f82fd21acc6,16,0,16,A,,http://la-ferme-des-enfants.com
9b6c3e05-de9a-4422-a868-12ae738ce309,7,0,7,A,map,http://oasisentouslieux.org
61baaca3-726f-4edd-8aa2-25ef85569186,8,5,13,B,,http://cooperative-integrale-toulouse.org
470594ef-c6b4-4647-b4bf-65f55b2fb83c,21,10,31,C,map,http://la-parole-errante.org http://twitter.com/LaParoleerrante http://facebook.com/pages/La-Parole-errante-%C3%A0-La-Maison-de-larbre/158435764278240
121eb38b-4ca2-4cba-befe-8d30c8dd2de9,25,0,25,A,,http://tela-botanica.org
f6f0f6b1-bfd4-4903-8180-115dfc0a6366,25,21,46,A,,http://heureux-cyclage.org
a99e69e1-9bd8-47c3-9400-5cac2d43935d,20,7,27,C,energy,http://100000pasabure.over-blog.com
7179f744-6a8f-4056-a158-911b3ce60a4a,28,3,31,D,,http://imaginationforpeople.org
f31b4588-2bfb-4e17-9ae6-258ad3070e94,3,26,29,A,slow map,http://www.oasisdeserendip.net
43c04d4c-710d-4617-8372-5fcbcccb819a,7,20,27,A,,http://www.courantpositif.fr
f88d81f4-cd78-498a-8024-8cbd4236fb2f,346,37,383,B,media text words,http://monde-diplomatique.fr http://facebook.com/Monde.diplomatique
da36ab82-9b60-4706-835d-4a2071fdb328,25,44,69,A,list video,http://onpassealacte.fr
0b624fe8-5777-4555-821d-600f52ade4a4,59,74,133,A,,http://www.ritimo.org
d670d0e2-c518-4ad0-ba72-625915284b17,3,2,5,A,,http://www.fmml.net
bf4c2c65-24b6-4d06-947e-1ef2c0b3d702,0,0,0,NC,,http://ateliersdelatransition.fr
797dad33-c955-405e-929e-98651e2c526e,25,0,25,A,,http://global-chance.org
4a28f601-63e6-4bee-8c07-4d66cb90c339,86,50,136,A,media,http://lagedefaire-lejournal.fr
281e30fe-7551-421e-a84f-e2cd9dbbe70b,4,5,9,D,web,http://virtual-assembly.org
c6c0fae4-1ea5-4113-b7a3-cdba8ed70b71,21,90,111,E,object,http://www.la-boutique-militante.com
af00a7eb-5512-4d9f-80dd-18f33b7c5897,2,43,45,A,,http://www.interface-conscience.com
a865dbf8-e264-4096-826c-8327bc03390c,1,1,2,A,,http://www.eisenia.coop
4599b013-3eea-49c2-80c9-b5d12b520527,1,8,9,A,,http://humanitesenvironnementales.fr
c3c1d45f-148f-426a-b7c0-fe5ebc0f0804,1,1,2,B,map,http://fermedelamhotte.fr
13f607f3-bffe-4c99-b77a-7ec8e62373c9,13,100,113,A,zad earth,http://stopgazdeschiste.org
cab20f7a-a496-4b7a-bd20-bfd1ae3d2ae7,0,1,1,D,,http://www.pa-f.net
1ca9b4b0-1bdb-4657-ba4d-81856fda01a3,39,3,42,C,,http://plusloin.org
96ef1e51-2a9e-4f2c-b6ab-e950f1d0b5af,19,57,76,A,,http://recit.net
4c00f5e6-d6d0-4ffa-a756-3bfdaa48ca3c,16,20,36,C,map text words,http://michelefirk.noblogs.org http://facebook.com/librairiemichelefirk
be96a73c-c0a5-4f2b-82ec-e02d593b63f8,14,10,24,D,,http://developpementdurable.revues.org
635de502-d86f-4f30-a296-7f0420678038,8,4,12,C,,http://22fevrier2014.blogspot.com
d99dbb65-f34a-450e-9cbb-db7bae67a996,3,4,7,C,,http://armand-gatti.org
1cd106b5-7d56-4733-b68a-cb56ec53b4a1,13,0,13,D,tool list,http://multibao.org
3a1fe887-005d-43fb-9f13-3f876e2bccce,4,7,11,D,,http://www.eccone.org
c65cb4a3-c2a3-456f-bdbd-5de6ccb30dda,2,2,4,D,,http://cpcoop.fr
3578df7d-8db0-442d-9956-d7dd996b497a,72,85,157,B,,http://mondialisation.ca
48ad0f77-1e94-4053-b594-7bdad372fd83,24,11,35,E,,http://entropia-la-revue.org
a315e0d5-84ed-43d6-8d0e-c76a2826b004,137,1,138,B,,http://lalibre.be
95a2981d-b43b-45bc-9e31-529c2d34dbf5,20,4,24,C,,http://resist.ca
61466114-e3ff-4d24-8fcd-3cc2e533dfec,150,294,444,B,,http://rezo.net
91f0e575-6a12-47ef-8232-ccc47e71e6a7,37,10,47,B,,http://bigbrotherawards.eu.org
f3a60aad-a872-4bbe-8f45-972779bae50e,46,8,54,B,,http://www.inserm.fr
92acfd40-0db3-494f-b007-4d5cdcc4d7d6,35,29,64,C,,http://raforum.info
fae48230-da8e-409f-a4e0-50f3d6672eb7,22,30,52,B,,http://article3.fr
f03cf888-8b10-4845-b45b-682928383927,15,4,19,A,,http://enviro2b.com
5754458c-67f0-4034-91c7-7f53febc1361,43,11,54,A,,http://www.reseaucocagne.asso.fr
7d3f3007-7bb9-4fb6-92e6-41ac8815c947,87,8,95,B,media @idf,http://www.streetpress.com
9aa6fc33-fb8f-4e2a-9cb8-e9388de631f0,82,4,86,D,map,http://openstreetmap.fr
8106b8c2-39af-437a-b2b9-9b07bccf975c,26,5,31,C,,http://acontretemps.org
385ef7e4-75bc-444b-aa15-1e4d13ccbc58,23,41,64,B,,http://agenceinfolibre.fr
6d77446c-19d9-427d-bef9-a5ad9f908f8c,19,14,33,C,energy,http://burezoneblog.over-blog.com
e7eea2df-94aa-4b68-9338-5d7e5bd684f1,40,6,46,D,,http://arstechnica.com
058028f7-6cc1-4c38-8205-c042e70de66d,32,18,50,D,,http://artlibre.org
69ed28d7-2c4f-494f-a47d-a87efd522dcc,36,15,51,A,,http://ethique-sur-etiquette.org
497bfd26-c0ab-4d70-99c6-28700b759695,31,14,45,B,,http://sudeducation.org
44a3fa5b-76aa-443a-81ea-a446ab192b86,57,20,77,B,,http://michelcollon.info
4bf31770-9e3a-4976-ba5c-d17e643d9e86,84,95,179,C,group map @marseille,http://millebabords.org
e8e1f84d-27fd-47ff-a150-84968a1eae1e,28,13,41,C,,http://anarkismo.net
72aa0ce5-0835-4bb0-81ed-2e5ad037f963,64,19,83,D,,http://infini.fr
af0701ee-0f48-4e65-99b3-58c459c75dd4,78,111,189,D,web,http://april.org
e67ac65f-9b06-47ce-8c90-a475d6d0468a,104,20,124,A,,http://www.novethic.fr
c1cf9505-4a93-4542-bb50-3c0a5654f060,48,2,50,A,,http://selidaire.fr http://selidaire.org http://seldefrance.communityforge.net http://seldefrance.communityforge.net/node/46
3e8d4884-7da0-4cd4-bde9-56a95a492d7f,12,40,52,C,creation space,http://echelleinconnue.net http://twitter.com/EchelleInconnue
da4a5e69-f9be-488b-8f42-cf73ef05fc70,42,12,54,C,,http://nodo50.org http://info.nodo50.org
2e55c178-4214-49d3-a22f-1295855ee9ba,37,0,37,B,,http://lapetition.be
a4c809f6-b03f-478b-badc-3f976bfe8c64,10,0,10,A,,http://0phyto-100pour100bio.fr
e8237376-2de3-4c0a-a4f6-c1098ee7f5d5,42,0,42,A,,http://villesentransition.net
0996a20e-15fb-4b20-bed1-ae01ae6e9a8b,33,4,37,A,,http://consocollaborative.com
4190a66a-b6b5-4add-87ac-fadc53052b0e,45,17,62,A,,http://cler.org
2d5049ee-dc32-4204-9e80-a41024719dba,15,5,20,B,,http://syti.net
15827d06-a009-4a78-8f69-4ec3cc764284,4,0,4,B,,http://www.adav-assoc.com
fdfdac3a-dfb6-4d38-929b-df761995ae95,31,22,53,C,,https://calaismigrantsolidarity.wordpress.com
85ab46ad-09d6-48dc-ab23-87756d0d9c07,134,33,167,B,,http://ldh-france.org
77ce6f13-fd9b-435a-9c26-025d51bf7446,77,10,87,D,web tool,http://framasoft.net
978a138e-40c6-4c75-bf06-f40be513656d,21,25,46,A,,http://corabio.org
34a8894f-7031-46e2-bb61-89b4618002a9,34,1,35,A,,http://www.survivalfrance.org
e77715d1-c18b-4166-be32-f4acfb93c950,44,17,61,B,history text,http://www.medelu.org
3926409b-3ed1-4a52-bb5b-5327e475faa1,140,28,168,C,group,http://www.cnt-f.org
02adc45f-f43c-447e-bb3b-9b77d027e92c,17,42,59,E,politics philo,http://etopia.be
cff2f74c-25eb-4a60-9f62-8ce4319f34c0,53,9,62,C,,http://syllepse.net
a3b95f7f-5cf2-4e22-9eb9-22a31a4476e6,26,17,43,A,,http://terreaterre.ww7.be
88ee03c2-5dd5-47fb-9e72-5f3db3deb07b,24,1,25,A,,http://ecologiste.org
822c5848-58da-459d-908d-f47f75c84d6c,28,0,28,C,,http://kropot.free.fr
2387ac16-ec30-4def-a671-83145b6e9fe5,118,10,128,A,map,http://terredeliens.org
85da660f-b545-40fd-9320-c8e5c9250141,37,42,79,A,,http://neo-planete.com
59389d4f-6686-44e5-82fb-6e16a2876428,39,19,58,D,,http://fing.org
ad5f7479-20a6-4dfd-9421-c004b9fd6b81,36,0,36,B,,http://www.bvoltaire.fr
924c6d44-36ca-467c-a49e-330938239433,34,8,42,A,,http://miramap.org
cc743049-c779-4ab5-9ff1-3f25511bd763,71,33,104,B,media history,http://survie.org
0214decb-d712-46ee-8c5e-1413c7b71551,20,22,42,A,,http://comitecharte.org
28913848-78f1-41b4-9427-e304508b0436,55,97,152,B,,http://europe-solidaire.org
6e8b0ac0-6f88-4acb-87d8-c75ba52fe0ab,32,57,89,A,earth,http://bloomassociation.org
002784c9-b13d-4685-bdbe-595dc062fb75,131,35,166,B,text,http://www.editionsladecouverte.fr
af98797e-3a05-4c83-b757-8c8ae8226e88,27,102,129,C,,http://endehors.net
7f880467-adc7-474b-8d3c-c49b0b1b0fc1,1,0,1,A,,http://www.adef-logement.fr
26135bef-6f42-4131-9f85-5d2935f45262,20,1,21,A,,http://www.ecocert.fr
9ad15850-9f03-4451-94af-a6cebabd6468,14,19,33,A,,http://ouvertures.net
b464b04f-ae90-4324-837b-a6eb9e302349,27,13,40,A,,http://comite21.org
db8f06fc-d248-4614-b1e4-07e42a980e1a,34,28,62,D,,http://fdn.fr
5257467f-e049-4b39-a0fd-4e97aff00b57,69,1,70,A,,http://www.ekopedia.org
3aa66fa4-b65e-4eb2-b710-51539d9a2c68,75,78,153,B,media text web,https://reflets.info
3962db05-fdd8-449c-a4d3-a68147f987bc,4,15,19,B,,http://twitter.com/deepgreenresist http://deepgreenresistance.org/fr/who-we-are/guiding-principles-of-deep-green-resistance
2f7ce7f6-0c5b-4813-908a-7bc56c0909ee,26,11,37,B,,http://actupparis.org
b133681b-eb74-4831-a4be-37ffcb101c6f,191,99,290,C,media @lyon,http://rebellyon.info
cfb760fe-ffa3-47b1-93e0-3ed3bcf46e5b,9,16,25,D,,http://twitter.com/mbauwens http://facebook.com/mbauwens http://fr.wikipedia.org/wiki/Michel_Bauwens
747fb709-ce6c-4439-ada9-322dab390a42,27,17,44,D,tool web politics,http://parlement-et-citoyens.fr http://twitter.com/Parl_Citoyens
0d36e25c-2393-4b25-b25a-a644c2cdeeec,3,1,4,C,,http://www.kangourou.populus.ch
35ca4253-5cee-470f-a092-a33407b18fdb,30,157,187,B,,http://laparisienneliberee.com http://twitter.com/laparisiennelib http://facebook.com/groups/64758069923 http://laparisienneliberee.blogspot.com
9583d7b0-642d-4a6c-91e5-01ce96549792,32,115,147,B,media,http://4emesinge.com http://twitter.com/4emesinge http://facebook.com/Le4emeSinge http://plus.google.com/u/0/104747357665150343851
d33e356e-6b5a-4bdd-a544-b2d286acc1ae,3,2,5,A,,http://changeursdemonde.net
ba6e9d4a-e58a-4fe5-bf1a-d6c8458b2a5d,2,10,12,B,,http://frontdegauche-alters.fr
a9e230d5-077e-4934-b4a3-ef12934af2a9,5,2,7,A,map,http://lafermedubonheur.over-blog.net
1350d7ee-b974-4de5-8b22-5c8920326e2b,36,15,51,B,politics,http://ensemble-fdg.org
dc1f8d98-b436-48f8-82d0-848d35064342,17,17,34,B,media @tunisie,http://nawaat.org
948eedd3-c877-4723-bacc-06ef4cd1df42,34,28,62,D,group web,http://www.regardscitoyens.org
2ed1a3b7-e616-4483-a422-a4533c705989,40,340,380,F,group,http://generationsfutur.zici.fr http://facebook.com/generationsfuturzici
5211908a-e4ee-41fc-9543-850644b31229,56,148,204,B,media video,http://latelelibre.fr http://twitter.com/la_tele_libre
50c97a8d-e868-41b0-b957-1dffbe5ee1af,29,21,50,B,,http://ac.eu.org
4a4df5b3-5c37-45b7-a827-9be7ae94f3f4,0,0,0,NC,,https://www.facebook.com/alteractif
a7be5270-7e4d-401d-8f78-04b4a84abd15,6,0,6,E,,http://objecteursdecroissance62.fr
1431b62e-75a6-4451-9ae1-c50a593176a6,2,14,16,B,media,http://mediascitoyens.org
b4e9f2c2-7e4b-4809-8c26-c9c1aa519913,3,26,29,B,media,http://mediascitoyens-diois.info
0a2753d6-c7ad-4a15-9443-024911a42001,7,3,10,B,group politics,http://nouscitoyens.fr
2465ae9d-ca3b-4d7e-af5f-986648f29203,3,9,12,E,,http://decroissance-bern.ch
82511605-234f-4415-aee0-6dfed0788221,1,1,2,D,,http://www.cooplesjardinsdelaresistance.com
f3ba9924-94a6-45e8-9ae2-6ac31b5049d4,7,57,64,C,creation,http://laviemanifeste.com
36fa0a63-7c62-4fec-a518-e90bb164a682,1,4,5,E,,http://www.alteractifs.be
2cc6883f-f1ec-4778-8771-ff0657f428af,4,6,10,A,eat,http://association-la-marmite.fr
f035b62b-73fc-4048-ab4c-23bd195651c4,12,23,35,B,,http://citoyensdesdeuxrives.eu
aa0963cc-5044-42b9-b079-dd60292cc655,9,224,233,A,,http://democratie-reelle-nimes.over-blog.com
8ebe7511-f627-46a5-b7fc-017b6b080156,6,1,7,A,home,http://habiterre.org
12befb9b-d4bb-4156-a524-cd44bdedbd36,0,16,16,D,,http://democratie-libre.org
848eaef3-8f5c-4e8d-94bc-8ca58a5eaa04,9,17,26,B,,http://aveclesgrecs.com
ba0692a5-1192-48ea-937c-33a88f651507,16,137,153,B,,https://resistance71.wordpress.com
b378ecbb-6646-4105-984e-98ab40f3b130,2,9,11,E,,http://decroissance.free.fr
8e9bf1f7-7728-4ea5-8de1-e2e9fdca1912,29,25,54,C,,http://notavfrance.noblogs.org
fb994084-d134-47ca-8853-360a49451cb0,15,7,22,E,,http://risal.collectifs.net
b47b37ee-2771-4f97-85b0-448a3d707a0e,53,10,63,B,,http://lectures.revues.org
cf3b394c-8793-4cf2-bd5e-234d98088bff,12,7,19,A,,http://bio-aquitaine.com
374f733e-2090-4f60-b3c4-a9bdc50ea373,32,34,66,C,media,http://renverse.ch
4add06c9-8dbe-4ae4-8258-501fc4872ebc,44,28,72,B,,http://arretsurinfo.ch
d7f7d46e-26ed-4a8e-97dc-2396ad16f6bb,21,7,28,E,,http://www.ecoconso.be
cab39c0a-7c6d-4ae5-a737-328ada3e4d02,20,5,25,B,text,http://editions-lignes.com
10485b15-f2ba-47db-a3e8-3f8c1aa5ca39,27,1,28,B,,http://la-breche.com
784cd77a-62f9-411c-8e68-f73f8aff709f,11,2,13,A,,http://semaine-sans-pesticides.com
6a0154cb-0e12-475d-bd0d-8d3c12c80130,8,16,24,A,eat,http://mieldequartier.com
aae819d1-f85a-4440-84d8-d6374e2e2269,17,14,31,A,,http://enviedepaysans.fr
fb5b4445-85ed-4116-9744-efe7c4364d4e,14,11,25,A,,http://entreprises.coop
0b62a223-6b30-4f39-bb68-a25e018d18c9,35,111,146,C,,http://souriez.info
3014426a-1594-46da-9151-51d55625ddd8,25,136,161,C,,http://clap33.over-blog.com
29b7c566-e55f-4e3e-a965-6653e44d517e,13,0,13,B,,http://michelonfray.fr
5b7beb82-55ee-46f2-a4c0-783fda6b9df4,14,31,45,C,,http://encyclopedie-anarchiste.org
3b04adc5-e5d9-4a70-b0f4-cbc31547ad32,14,6,20,C,zad,http://notredamedeslandes2015.org
0913c10f-c1d4-476a-a359-a1b5c8d55b06,8,0,8,A,,http://noeconservation.org
47c43471-28bc-44f5-b318-a961ba8bc685,14,6,20,A,,http://solidarmonde.fr
2d177c44-1d2e-480d-bd4f-8110ca20bd31,4,0,4,B,,http://libreinfo.org
2e81a12d-1eb8-4d87-81fa-14e828ca93b1,18,42,60,A,,http://www.demain-en-mains.info
b5d3c85b-b3a3-496e-9c57-f6701dea64eb,38,15,53,A,,http://www.laligue.org
fd591523-3728-4e89-aee1-c1a4854544ec,28,5,33,C,,http://revueperiode.net
07c117d9-5566-413d-b3ba-eaf88c092b1c,19,1,20,B,,http://forumsocialmundial.org.br
42aad07e-21dd-40b6-bb97-6b1ac9767251,28,17,45,A,,http://bioalaune.com
c63cb2d0-bd0e-48a5-9f73-56dc8723a876,24,20,44,B,,https://resistanceinventerre.wordpress.com
3c0a04c3-bc54-4969-b0a3-939086828efc,15,25,40,B,,http://deconnomistes.org
37d8aac4-6c91-4c81-90b4-834888d858f1,37,4,41,C,audio,http://www.radiogalere.org
94dd3f9b-220e-4365-bf6e-b24cdaef6121,6,25,31,A,,http://www.mycoop.coop
f2bf8931-9ff8-4da3-b00d-60ba6f6ec0eb,31,13,44,A,,http://mediaterre.org
0bd850f3-5d9b-4174-a26b-d3195fe6ed46,18,3,21,A,,http://encyclo-ecolo.com
7ff53b4f-616b-420e-a275-25ee9cdb052d,7,4,11,B,,http://ecosocialisme.com
d0156db8-849e-472e-8625-d8719934870c,26,4,30,C,,http://lautre.net
4c52f200-ab98-4738-94f0-9bc62c003d9d,8,7,15,A,agriculture map,http://www.vilefertile.paris
9a1822f4-8a13-42f3-9a33-c8dea63c4a41,25,3,28,A,,http://www.reseaurepas.free.fr
0a8ef860-e475-4e89-8048-5112ababd571,7,15,22,C,,http://ablogm.com
e016d3e4-54bf-404d-a6bf-a74e2cfc3860,14,23,37,B,creation,http://formes-vives.org
408e1c11-be97-49d1-87a6-dc99594b5cb7,62,31,93,F,education,http://scoplepave.org
a81d1543-edbe-46d3-9df8-31883d0eb2c8,1,1,2,B,,http://www.letamis.org
0c036edd-d5c1-4f97-be7c-45ac49018e62,85,61,146,C,,http://lahorde.samizdat.net
0bd66d39-8e81-4f64-a82d-56e9868f7c88,47,83,130,E,slow group,http://les-oc.info
f52a0e98-2bb7-493e-97d7-4263b4b79643,13,18,31,C,,http://leopart.noblogs.org
5aebef1e-1adf-4c2e-950a-e9a7ed7d8068,7,19,26,D,science tool web,http://leloop.org
b44dbcd3-2d86-4576-b4cf-089aa81b6632,1,2,3,C,,http://mercredisdeboites.noblogs.org
797427ff-fcd3-4a32-adf7-0c8fa344d47a,55,30,85,B,,http://ldh-toulon.net
edb0b13a-13df-44a2-824b-082c4127331f,13,14,27,C,,http://lan02.org
92cb1910-47b6-4adc-b5a3-831d66e95d8c,160,37,197,B,media video,http://arretsurimages.net
57b15b72-aaaa-419d-b312-0ac22f7188e9,3,17,20,B,,http://cafaitdesordre.com
0125e458-a91c-4d46-875b-9926ad7f59b0,12,32,44,C,media @nancy,http://nouveaujourj.fr
18abbffb-7d8c-4174-9e15-b8e90b00aace,1,2,3,C,,http://medias-libres.tumblr.com
bff95570-db0d-44f8-8803-5f408c0d45ce,14,32,46,C,media text fun,http://zelium.info
a7c4319b-427d-4710-884d-9da66a8dff83,1,21,22,A,,http://lacathode.eklablog.fr
39ee5831-09a5-4b34-b8bc-80618df2b3d8,20,17,37,C,media,http://www.citizen-nantes.com
b88305b5-9b66-4c17-9520-0ea190d96216,0,1,1,B,text,http://www.editionscram.com
27e99b6d-e94a-4596-802f-bd6ec94f4dc4,2,0,2,C,,http://aldudarrak-bideo.com
2e5bfa96-2137-4073-8876-1bc0c64b9703,15,4,19,C,media fun,http://lalettrealulu.com
dfd4b717-e95d-498b-9972-33e3ddb5b569,7,28,35,C,,http://lacanardesauvage.free.fr
160bde42-6822-44e9-9705-0399dd4ac34a,25,117,142,A,,http://www.lelotenaction.org
ef16bfed-9d2f-48bb-bfba-3012400b931e,20,17,37,A,media,http://www.frituremag.info
cec72950-9396-4566-8788-5747674f7ad1,2,11,13,A,video,http://rezonances-tv.org
0d137e50-ce53-435c-9c8c-7e6bd22c6cb0,1,3,4,B,,http://www.pumpernickel.fr
4fb62890-f3d7-4589-a6bc-1856570a01ba,7,4,11,D,,http://vdpq.org
88fff209-fcf2-4125-ae56-e21e3a6280a2,5,9,14,B,,http://plusbelleslesluttes.org
9376f3e2-de67-42eb-99b3-d19e4d0e36fc,41,29,70,C,media video @midipyrenees,http://tvbruits.org
865cd8fd-c1bd-4178-ad70-03df59c38035,2,1,3,C,,http://lesansculotte85.com
77e36212-6665-4ac9-825c-2394b7329b1f,2,12,14,B,,http://lalorgnette.info
a37ad492-18e0-4b00-bf10-828bca78e365,0,10,10,B,,http://bateaubasta.over-blog.org
e2be0989-9837-48be-b2fe-5c26804fe4b9,0,12,12,D,,http://rivnord.viabloga.com
71184e8d-0d86-4493-98b2-77accf0441d8,7,23,30,C,,http://www.piedsdanslepaf.org
e8523e8b-c9d0-4fff-a8fe-05f66747f569,2,0,2,C,,http://www.airelles-video.fr
cb47b7e2-482d-4374-9676-ea75eb2c1715,5,10,15,B,,http://acontrecourant.org
8df7b9ae-3bfc-4a9e-baa7-6198090b01aa,140,40,180,A,media text,http://revuesilence.net
6665d618-c11b-49a9-911e-669b19f1160e,26,25,51,B,media,http://horschamp.org
b5eb24c0-d316-4c88-aac7-175eaf3ab52b,4,29,33,A,,http://hexagones.fr
12750862-d15e-4dde-ba8b-a14bc2c85dca,10,13,23,A,,http://www.fokus21.org
20cd5fe2-f22f-46d3-bd11-b9ed62709454,4,4,8,A,,http://www.adiu.fr
4d20aa57-090c-4416-a78b-17f06f9f4e3d,7,4,11,B,,http://linsatiable.org
c7d2242a-02b8-44a6-9953-c74b19a79c50,17,18,35,D,,http://goteo.org
244482be-31f3-42ec-97d0-c0417a9a8c27,16,5,21,A,group,http://www.bleublanczebre.fr
42244002-359c-4ae2-b563-5bedb889e91e,11,15,26,B,alienation,http://paris-sans-videosurveillance.fr
ba6304ab-e295-4ab8-b073-d9dfaaa216fb,13,71,84,C,,http://codedo.blogspot.com
bc2553ab-bf82-4491-9677-d764807d8f4b,32,40,72,C,,http://secoursrouge.org
2c4c8df1-be1b-418b-b056-555794ed682a,16,0,16,C,zad,http://stop-tht.org
f2e60137-41cc-4e28-9d81-4667f0124fbf,3,26,29,B,,http://exergue.com
26b8bcd1-39e5-443c-a6b6-79bf686382be,6,1,7,D,,http://mutualab.org
ada28621-340a-4aeb-bc9b-e3fa17ac198f,74,68,142,D,,http://ouishare.net http://ouisharefest.com http://2016.ouisharefest.com
c75493a2-83c3-4896-a6bc-a66494a0e363,17,21,38,C,map @lille,http://linsoumiselille.net http://linsoumiselille.wordpress.com
81505bb7-0ccc-41c5-90e7-a8628f2ff79f,13,5,18,C,,http://enfinpisserdanslherbe.noblogs.org
