name,address,lat,lng,scale,contact,web,description,source,tags
Collectif Transition Citoyenne,Annecy,45.8881858,6.0566042,city,contact@transitioncitoyennesemnoz.org,http://transitioncitoyennesemnoz.org,"Faire connaître et Relier les Citoyens et Organisations responsables en chemin vers une société [plus] humaine, en harmonie avec la nature et le vivant !",misc,up1604
Lab'Rousse,6 La brousse 23500 Croze,45.8261,2.1852,,eric@lab-rousse.org,http://www.lab-rousse.org,"Atelier de création partagé. Travail du métal, bois, verre...  Impression 3D, machines à commandes numériques. Laissez libre cour à votre imagination.",misc,object creation up1604
Rénov'ensemble,"à la MJC, rue de Lorraine 54500 Vandoeuvre-les-Nancy",48.66086,6.16819,,renov.ensemble (at) gmail.com,http://renovensemble.blogspot.fr/,"Groupe d'habitants partageant leurs idées, informations et expériences en matière de rénovation énergétique de leur habitat. Cette mise en commun renforce la capacité de chacun à prendre en main son projet de rénovation. Ouvert à tous et toutes sans conditions.",misc,home energy up1604
L'école à l'envers,31000 Toulouse,43.6006786,1.3628009,city,lecolealenvers@gmail.com,http://lecolealenvers.wordpress.com,"Une école démocratique sous le modèle sudbury Les enfants et adolescent-e-s sont libres de déterminer par eux-mêmes les sujets qui les intéressent, l’emploi de leur temps, et de se regrouper tous âge confondus comme bon leur semble. Il n’y a donc ni cours, ni emploi du temps, ni curriculum imposés ou proposés par défaut.",misc,education up1604
Ecole Joyeuse,12400 Saint Affrique,43.9570446,2.7833175,,ecolejoyeuse@gmail.com,http://ecolejoyeuse.wordpress.com,"Une école démocratique inspirée du vivant, pour réconcilier l’humain avec lui-même, avec les autres et avec la nature. Une école pour tous les âges de la vie sans classes, programmes ni emplois du temps.",misc,education up1604
Flydende By,"Vasbygade 20, 2500 Kobenhaven SV, Copenhague, Danemark",55.6520882,12.5314992,,+45 24 24 51 61 - info@flydendeby.dk - Ask,http://www.flydendeby.org - http://www.facebook.com/flydendeby/,"Projet DIY porté par une communauté de volontaires pirates, construction de bateaux à partir de matériaux recyclés, solutions énergétiques alternatives à partir de matériaux de récupération, ateliers de transmission etc... Venez découvrir les pirates punks de copenhague!",misc,home object up1604
La ficelle,"7, rue du gros sommier 59500 Douai",50.3720214,3.0751214,,06 38 67 19 23,https://www.facebook.com/LaFicelleaficl,"L'association La ficelle a pour objet de promouvoir l'usage des couches lavables. La ficelle propose des réunions de découverte et d'information, du prêt de couches à ses adhérents, l'accompagnement des familles dans la mise en place des nouveaux comportements. Les couches lavables ont changé ; changez pour les couches lavables !",misc,object up1604
Cinéma Lux,6 avenue sainte thérèse 14000 Caen,49.16965870000001,-0.3394147999999859,,02 31 82 29 87 ,http://www.cinemalux.org/,"Cinéma art et essai associatif, engagé dans l'économie solidaire, relais d'Amap, débats documentaires, cafétéria bio et équitable",misc,creation eat up1604
Terre de Vie,117 Bussière Madeleine 23300 La Souterraine,46.2532408,1.4358045,,,http://terredevie.wix.com/terredevie,"Association loi 1901 se reconnecter à la nature à travers la mémoire, le partage, la création et des partenariats avec des peuples ayant conservés ces fondements""",misc,up1604
Connexion Nature,117 Bussière-Madeleine 23300 La Souterraine,46.2533446,1.4353324,,,http://terredevie.wix.com/connexionnature,"Activités, stages, ""rencontrer la nature et se rencontrer soi""",misc,up1604
pourquoitucours,6 rue bude 75004,48.8516588,2.3533525,,,http://pourquoitucours.fr,Conseil en strategie sociale et solidaire,misc,up1604
Collectif #midià14h,20 rue de Robien 22000 SAINT BRIEUC ,48.5051471,-2.7665694,,,https://www.facebook.com/amaccarmor/,"Le collectif #midià14h, association pour le Maintien des Alternatives Culturelles des Cotes d'Armor, lancé en avril 2015, des actions (créations de givebox, conférences, ateliers participatifs) ont permis de créer cette association en mars 2016, de la rencontres des parties prenantes: fondateurs, citoyens, artistes et Cies, partenaires souhaitant ensemble, entreprendre, créer et consommer autrement la culture dans le département. Première action 2016, les premiers paniers culturels KABA#1 dans le 2ème trimestre 2016",misc,agriculture eat up1604
Mains Unies asbl,Rue Albert de Latour 75 1030 Schaerbeek (Belgique),50.8561111,4.3800891,,mainsunies@mainsunies.be,http://www.mainsunies.be,"association propose des activités et des séjours basés sur une participation active de tous à la vie commune, dans un esprit de co-responsabilité et de solidarité.  Elle vise à faire (re)découvrir le plaisir d'une vie simple, la saveur de la rencontre et du partage.  Sous tente ou en gîte, le ""Vilarets"" en sont le fleuron.  Des vacances en communauté, dans un cadre naturel loin du tourisme de masse, qui permettent tant l'intégration au groupe que le besoin de solitude, tout en respectant le rythme de chacun.  Chaque semaine, des bénévoles assurent l'encadrement avec l'aide des participants.  Proposer une balade, organiser un atelier, rejoindre les musiciens ou les danseurs, se réserver un moment de tranquillité... la petite magie du Vilaret est faite de ce chacun y apporte.  Un moment privilégié pour construire ensemble des liens et des ponts.l",misc,up1604
La Centrifugeuz,"6 rue Moliere, Caen",49.1930069,-0.3945171,,centrifugeuz@gmail.com,http://centrifugeuz.org/,"Collectif d'artistes, de strucutres et d'habitants. Situé dans un ancien collège. Bureaux d'associations: Collectif Rast'Art, Oui Mais Nan, Ramp'Art, Sonar, ... ",misc,creation up1604
Public Montessori 14 Une école pour la paix,325 boulevard des Belles Portes 14200 Hérouville Saint-Clair,49.199645,-0.329226,,https://www.facebook.com/ecolepourlapaix/?ref=hl,http://www.public-montessori.fr/,"Nous sommes la délégation départementale d'une association qui vise à sensibiliser à la pédagogie Montessori, à la faire entrer dans l'école publique et à lever des fonds pour acheter du matériel Montessori",misc,education up1604
AMAP Les Croqueurs de légumes,24 rue des Ursulines 72100 LE MANS,48.005235,0.200754,,croqueursdelegumes@free.fr,http://croqueursdelegumes.free.fr,"L'AMAP des Croqueurs de légumes a pour but de créer un partenariat de proximité entre un groupe de consommateurs et une ferme locale, basé sur un système de distribution de « paniers » composés des produits de la ferme.",misc,eat up1604
Groupement d'Achat d'Acoudéo,"5 Impasse des Greletteries, Neuville 36800 Chasseneuil",46.636483,1.4585133,,gada@acoudeo.fr,http://acoudeo.fr,"Groupement d'achat de produits locaux, après midi jeux, soirées festives, concerts",misc,eat up1604
AMAP Les Courgettes de Montluçon,"Brasserie Blondel La Lubie, Av. de l'Europe, 03100 Montluçon",46.352615,2.5923872,,amaplescourgettes@gmail.com,http://www.amaplescourgettes.eu,L'Amap des Courgettes regroupe des consommateurs et une dizaine de producteurs pour proposerune alimentation biologique locale et juste. Elle propose des événements et un site internet pour changer le monde à coups de panier.,misc,eat up1604
Association Libres enfants du Tarn,Centre-ville d'Albi,43.9289691,2.0622603,,libresenfantsdutarn@yahoo.fr,http://www.libresenfantsdutarn.com,"Association de soutien aux parents. On organise des rencontres mensuelles sur des thèmes variés (naissance respectée, allaitement, sommeil, pédagogies alternatives, instruction en famille). Le premier mardi du mois, on organise une réunion de familles non-sco à la ludothèque La Marelle d'Albi.",misc,love group up1604
Ludothèque La Marelle,"12, rue de la violette, 81000 Albi",43.9259226,2.1444196,,contact@ludo-lamarelle.fr,http://www.ludo-lamarelle.fr,Ludothèque associative située dans l'hyper-centre d'Albi et qui a pour philosophie le jeu libre,misc,fun love up1604
Selpowaimes,"B-4950 Waimes, Province de Liège",50.4167,6.1167,,info@selpowaimes.be,http://www.selpowaines.be,"Système d'échange de services, savoirs, savoirs faire et de bien dans la région de Waimes et des Hautes-Fagnes. Les échanges sont mesurés en unité de temps (le Poème) dans le désir d'évoluer fers plus de citoyenneté et solidarité. )",misc,up1604
J'aime Entreprendre asbl,"Gueuzaine, 47 à b4950 Waimes, Hautes fagnes, Province de Liège",50.4166,6.1166,,info@jaime-entreprendre.be,http://www.jaime-entreprendre.be,"J'aime Entreprendre ou l'entreprendre attitude au service de sa région et de ses habitants. Outre sa mission d'animation économique, notre groupement souhaite 1) créer une dynamique de groupe concrétisant des projets à haute valeur ajoutée pour le territoire et sa collectivité, 2) être un relais d'information et une plateforme au service des différentes initiatives portées par tous types d'acteurs. Partenaire des élus locaux, J'E repose sur des valeurs fortes et contribue activement à la transition de notre société .",misc,up1604
L'Aura de Maurienne,Ste Marie de Cuines,45.32644,6.309454,,contact@solidart.net,https://solidartmaurienne.wordpress.com/laura/,"Oeuvre collective monumentale de 5000 m2 en forme d'aura constituée de 42 000 petites auras d'aluminium portant des messages et des dessins gravés par des habitants et artistes du monde entier. Fruit de 15 ans de travail, l'Aura est une invitation à s'engager dans un monde plus ouvert, plus beau, plus spirituel, plus fraternel, l'Aura de Maurienne a été inaugurée en 2007.",misc,creation space up1604
Comme un Poisson dans l'Art,43 avenue de la Gloire 31500 Toulouse,43.606215,1.460027,,contact@commeunpoissondanslart.fr,http://commeunpoissondanslart.fr/,"Comme un Poisson dans l’Art est une association créée en 2007, qui a pour but de soutenir, promouvoir des artistes locaux émergents, les accompagner dans la structuration de leurs projets artistiques et dynamiser leur rayonnement par l’organisation et la production d’évènements. En parallèle, l'association a lancé sur la ville de Toulouse une AMAP Culturelle Les Epuisettes. Ce projet qui vise à développer un esprit solidaire au profit d'un monde plus riche, cultivant les différences et où l'échange est socle d'une construction intelligente. ",misc,creation up1604
Laboratoire Ouvert Lyonnais,7 place Louis Chazette 69001 Lyon,45.77323,4.83724,,root@LaboLyon.fr,https://labolyon.fr/,"Le Laboratoire Ouvert Lyonnais (LOL) est un hackerspace sur Lyon. Le LOL rassemble des passionnés de bidouillages en tous genres. Électronique, informatique, mécanique, chimie, arts numériques, cuisine expérimentale, etc. : chacun amène son savoir-faire et sa curiosité dans un mélange ludique de création, bricolage et de détournement technologique en tout genre. Vous avez un projet à partager ? C'est l'occasion de le présenter, et peut-être trouver de nouveaux contributeurs.  L'une des vocations du LOL est de fournir à ses membres un lieu pour héberger leurs projets ainsi que d'organiser des présentations publiques. Il est aussi ouvert sur l'extérieur par le biais de partenariats avec les institutionnels, animations ou participation à des événements. ",misc,object science up1604
Les Subsistances,"rue de la foucaudière, 72100 Le Mans",47.97745,0.19834,,baltringos@free.fr,,"Le lieu dit ""Les Subsistances"" - mis à disposition par Le Mans Métropole - est géré par l’association le collectif Baltringos regroupant des artistes, des techniciens et des compagnies. Le collectif utilise le lieu pour ses propres créations et accueille en résidences d’autres compagnies le reste de l’année. Pôle de création et de résidences pluridisciplinaires et accueil de structures itinérantes. Résidences de création pour la création de décors, la répétition, la scénographie, la mise en scène pour les arts de la rue, le cirque de création, la danse et les arts visuels. ",misc,creation up1604
Voisins de Paniers,10 Place du Cèdre 22510 Trédaniel,48.360198,-2.617163,,vdp22@orange.fr,http://www.voisinsdepaniers.org,"Association qui diffuse des paniers de produits locaux biologiques ou durables sur le Pays de St Brieuc,qui de fait soutient une agriculture paysanne respectueuse de l'environnement",misc,agriculture eat up1604
COAGUL,3 rue des prairies 21800 Quetigny,47.312385922902365,5.112915337085724,,c-bureau@outils.coagul.org,http://www.coagul.org,Association de promotion du logiciel libre et de GNU/Linux en particulier dont le champ d'action est la Côte d'Or mais s'étend à la Bourgogne,misc,tool science web up1604
L'abscisse,6 impasse Quentin 21000 Dijon,47.3230105,5.0403754,,fablab@outils.coagul.org,http://fablab.coagul.org,"L'abscisse est une des activités de l'association COAGUL, c'est un fablab et un hackerspace dijonnais, c'est un lieu qui permet de réparer, de détourner et de fabriquer. La particularité de LAB6 est qu'il n'utilise que des logiciels libres et ne publie des documents que sous licences libres dans des formats ouverts. LAB6 organise des cafés réparation.",misc,object science web up1604
Cric & Co,31 boulevard Eugène Fyot 21000 Dijon,47.30875781144291,5.016084909439087,,,,"Garage d'autoréparation automobile associatif, participatif et solidaire",misc,object up1604
Café de la Pente,"9, route du vieux bourg 56220 Rochefort en Terre",47.42016,2.20121,,,http://www.lepotcommun.com,"Café associatif, hébergement de résidences d'artistes, concerts",misc,creation up1604
Consom'Acteurs46,,44.736875,1.378325,,amapconsomacteurs46@gmail.com,http://consomacteurs46.fr/,Nous sommes une Association pour le Maintien de l'Agriculture Paysanne (AMAP) qui regroupe 120 familles et 13 producteurs. Nous distribuons en une soirée de quoi nourrir des gens sur le territoire où ils vivent et travaillent.,misc,agriculture up1602
Association Prommata,"La gare, 09240 Rimont",42.98958,1.28038,,05 61 96 36 60 - communication@prommata.org,http://www.prommata.org,"Association a but non lucratif qui fait la promotion de l'agriculture paysanne en traction animale, à travers le développement et la production d'outils modernes, l'organisation de formations, la réalisation de publications, et l'organisation de missions internationales de partages de savoirs faire.",misc,agriculture up1602
Art'Kafé,"Le village, 07170 Mirabel, France",44.5986326,4.4616445,,06 12 90 02 74,http://www.zarinakhan.org/index.php?p=1_54_Art-Kaf,"En l'an 2000 la Compagnie Zarina Khan s'est installée en Ardèche, à Mirabel, où elle a ouvert le premier Centre Culturel Rural:le Art'Kafé. Ici, le public est invité, non pas à « consommer » de l'Art mais à traverser l'espace de création. Les ateliers d'écriture et de théâtre s'enchaînent, enfants, anciens, intellectuels et analphabètes se réunissent, et de leurs mots naissent des pièces exportées au loin afin que les pensées circulent et fassent réseaux de citoyens. Villages et sites naturels sont mis en scène",misc,up1602
Alterlocal,3 chemin des Grèves 74960 Cran-Gevrier,45.90838,6.10307,,,http://alterlocal.org,"Créée en 2010, l’association Alterlocal a vu le jour de la volonté de quelques personnes d’ouvrir un lieu de rencontres, d’échanges de savoirs et de savoirs-faire (éducation populaire), d'accès à l'information alternative, et de luttes (contre le capitalisme et toute autre forme d'oppression, contre l'uniformisation, l'isolement...). Rien que ça ! Ce lieu, qui s'appelle Alterlocal également, a été créé et est ouvert à toutes et tous sur la commune de Cran-Gevrier (74)",misc,up1602
Carte du réseau des consommateurs responsables,Bruxelles et Wallonie,50.9198,4.16033,region,,http://www.asblrcr.be/carto,Cette carte recense 1015 alternatives de consommation responsable proposées par des groupes citoyens à Bruxelles et en Wallonie.,misc,list map up1601
Manifesten,"59 rue Thiers, Marseille",43.37009,5.34116,,,https://www.facebook.com/manifesten/,Bar · Librairie · Bibliothèque,misc,up1601
Liminbout,St Jean du Tertre,47.34718,-1.78779,,,http://qdeplomb.noblogs.org/,,misc,up1601
La Conjuration des fourneaux,"149 rue Saint-Hilaire, Rouen",49.44223,1.10446,,09 50 48 75 89 - laconjurationdesfourneaux@gmail.com,http://laconjurationdesfourneaux.blogspot.fr/,Cantine de Luxe et Littérature Explosive,misc,eat up1601
Barricade,"14 rue Aristide Olivier, Montpellier",43.60665,3.87956,,,https://www.facebook.com/BarricadeMontpellier,Local associatif autogéré avec buvette,misc,up1601
Vidéodrome 2,"49 Cours Julien, 13006 Marseille",43.29401,5.38148,,04 91 42 75 41,http://www.videodrome2.fr/,"VIDEODROME 2 est un café-cinéma dans le centre-ville de Marseille, sur le Cours Julien, qui réunit à la fois un vidéoclub, une librairie, un bistrot avec terrasse et une salle de cinéma.",misc,video up1601
Auch Territoire en Transition,"5 imp Fermat, Auch",43.65105,0.5808,region,auch.transition@gmail.com,http://www.auch.transitionfrance.fr/,"ATT est une association qui s'inscrit dans le mouvement des villes et territoire en transition. Nos actions: Incroyables comestibles, toilettes séches, véhicules partagés, ",misc,up1601
Abri des Possibles,1 place Barbes Auch,43.644636,0.588099,,contact@abridespossibles.fr,http://blog.abridespossibles.fr/,Café associatif,misc,slow creation up1601
Grez en Transition,Grez Doiceau,50.75003,4.61519,zone,info@grezentransition.be,http://www.grezentransition.be,Initiative de Transition depuis 2009,misc,slow up1601
Auroville,Inde,12.00712,75.32823,,,http://www.auroville.org,,misc,up1601
Cartographie des alternatives écolo et citoyennes du 06,Alpes Maritimes,43.87851,7.1205,region,,http://alpesvertes.org,Site ouvert et présenté lors d’Alternatiba à Mouans Sartoux.,misc,list map up1601
Café épicerie associatif de Menglon,Menglon,44.65661,5.43498,,,http://www.assolebocal.fr,"Plus qu’un simple commerce, le Bocal est un lieu de vie, d’échange et de partage, développé et soutenu par les usagers. Vous entrez comme consommateur, mais vous pouvez aussi (si vous le souhaitez, et seulement si vous le souhaitez) devenir acteur, moteur de ce lieu, par des propositions d’animations, de programmation. Cette structure n’a pas un but lucratif, mais humain. Une association permet de soutenir une économie et des valeurs sociales, locales et solidaires.",misc,up1601
Maison ouverte,17 rue Hoche 93100 Montreuil,48.86413,2.43549,,06 52 61 93 76 - lamaisonouverte93@gmail.com,http://lamaisonouvertedemontreuil.ouvaton.org,"Les activités culturelles, politiques, artistiques et sociales font vivre le projet de La MAISON OUVERTE depuis sa création, sous toutes les formes d’expression. On peut y rencontrer des groupes ou individus dont le projet, par la recherche critique et l’action, est de partager des solidarités, lutter contre toutes formes d’exclusion, transmettre leurs idées ou leur savoir s’organiser, partager des moments de convivialité, réfléchir afin de sortir des pensées normalisées, se détendre, se retrouver, faire exister leur propre projet, pour l’implanter ailleurs dans la cité...",misc,up1601
la Maison des Femmes de Montreuil,"28 rue de l'Eglise, 93100 Montreuil",48.8638,2.44146,,,http://www.maisondesfemmes.org/,"La Maison des Femmes de Montreuil est une association fondée sur les valeurs primordiales du féminisme et de l’universalisme... La Maison vous accueille du lundi au vendredi de 14h à 18h  pour s'informer, se former, se retrouver, rire et militer...    ",misc,genre love up1601
Maison populaire,9 bis rue Dombasle 93100 Montreuil,48.86422,2.44959,,01 42 87 08 68 - bonjour@maisonpop.fr,http://www.maisonpop.fr/,"Pop[lab] & AMAPOP - La Maison populaire est une association d’éducation populaire, elle accueille chaque saison plus de 2.300 adhérents, qui participent à la centaine d’ateliers d’expressions développés en direction des adultes et des enfants. Elle encourage ces pratiques amateurs, en les valorisant par l’expression scénique et des monstrations tout au long de l’année tout en créant la rencontre avec les artistes professionnels en résidence à la Maison populaire.",misc,up1601
Carte des Commerces acceptant la Pêche (monnaie locale),Montreuil,48.85616,2.41673,zone,,http://peche-monnaie-locale.fr/carte-osm_map/,"La monnaie locale est une solution locale pour répondre au désordre global : crise économique, crise écologique, crise politique",misc,map list up1610
Collectif 39 / Tardigrade,"39 rue de la solidarité, 93100 Montreuil",48.85331,2.43947,,,https://www.facebook.com/pages/Collectif-39/308284302654693,"Association de résidents, organisation de rencontres et événements pour les habitants du quartier, cantine, ciné clubs. On vous y accueille dans une ambiance chaleureuse et colorée les mercredis et jeudis de 7h à 20h30 et le dimanche de 12h à 20h30. Venez y petit-déjeuner, boire un thé ou un café, déjeuner et dîner à prix libre !",misc,eat up1601
Change de Cap,"Quartier les Plaines, 07260 Rosières",44.48405,4.26662,,,http://www.changedecap.fr/ - https://www.facebook.com/Changement-de-cap-406876089416932/,"Changement de Cap est un projet collectif, apolitique, laïque, autonome, écologique, solidaire et indépendant. Il fait, entre autre, partie de la grande famille de l'E.S.S (l'Economie Social et Solidaire). Il est soutenu et affilié de coeur par Le village Emmaüs Lescar Pau et Les Oasis en tous lieux des Colibris.",misc,up1601
La petite maison,"8, rue Godefroy Cavaignac 75011 Paris ",48.85441,2.37968,,,https://www.facebook.com/la.petite.maison.paris,"La Petite Maison a pour ambition d’être un lieu d’épanouissement et de partage, pour les projets et initiatives tant sociales qu’artistiques! Projections, Pâtisseries Party, Concerts, Exposition, Ciné Club, Future Atelier D’aquaponie, Vide Grenier…",misc,up1601
Cyclofficine Pantin,20 Rue Magenta Pantin,48.90067,2.39003,,,http://cyclocoop.org/,"Les associations Cyclofficine d'Ivry, Pantin et Paris étaient nées. Leur principal objet est la sensibilisation des citoyen·ne·s à l'usage du vélo au quotidien, en les accompagnant par une formation continue à l'entretien et au réemploi de leur moyen de transport privilégié. Les Cyclofficines souhaitent se présenter de façon claire aux administrations locales, en tant que projet d'économie sociale et solidaire, enrichissant la vie des quartiers par le partage d'expériences avec une approche radicalement neuve.",misc,move up1601
Cyclofficine Paris,15 rue Pierre Bonnard 75020 PARIS,48.85951,2.40131,,,http://cyclocoop.org/,"Les associations Cyclofficine d'Ivry, Pantin et Paris étaient nées. Leur principal objet est la sensibilisation des citoyen·ne·s à l'usage du vélo au quotidien, en les accompagnant par une formation continue à l'entretien et au réemploi de leur moyen de transport privilégié. Les Cyclofficines souhaitent se présenter de façon claire aux administrations locales, en tant que projet d'économie sociale et solidaire, enrichissant la vie des quartiers par le partage d'expériences avec une approche radicalement neuve.",misc,move up1601
Cyclofficine Ivry,6 bld de Brandebourg Ivry sur seine,48.81474,2.39906,,,http://cyclocoop.org/,"Les associations Cyclofficine d'Ivry, Pantin et Paris étaient nées. Leur principal objet est la sensibilisation des citoyen·ne·s à l'usage du vélo au quotidien, en les accompagnant par une formation continue à l'entretien et au réemploi de leur moyen de transport privilégié. Les Cyclofficines souhaitent se présenter de façon claire aux administrations locales, en tant que projet d'économie sociale et solidaire, enrichissant la vie des quartiers par le partage d'expériences avec une approche radicalement neuve.",misc,move up1601
Cyclofficine,3 rue de Noisy-le-Sec 75020 PARIS,48.87164,2.40901,,,http://cyclocoop.org/,"Les associations Cyclofficine d'Ivry, Pantin et Paris étaient nées. Leur principal objet est la sensibilisation des citoyen·ne·s à l'usage du vélo au quotidien, en les accompagnant par une formation continue à l'entretien et au réemploi de leur moyen de transport privilégié. Les Cyclofficines souhaitent se présenter de façon claire aux administrations locales, en tant que projet d'économie sociale et solidaire, enrichissant la vie des quartiers par le partage d'expériences avec une approche radicalement neuve.",misc,move up1601
Oh Cyclo,"4 rue Garibaldi, 93100 Montreuil",48.8555,2.42624,,,http://www.ohcyclo.org/,Atelier vélo solidaire et coopératif,misc,move up1601
Vîle fertile,"Jardin d’Agronomie Tropicale, aux confins du bois de Vincennes",48.83303,2.46469,,,http://www.vilefertile.paris/,"V’île Fertile est une micro-ferme maraîchère associative située au Jardin d’Agronomie Tropicale, aux confins du bois de Vincennes. Nous produisons collectivement des légumes frais, sains, décarbonés, en tirant partie des ressources organiques de la ville et les vendons au détail sur place. Nous sommes ouverts les weekends et jours fériés de 13 à 18h.",misc,agriculture up1601
La petite Librairie,"4 bis rue Danton, 29200 Brest",48.39588,-4.48295,,,http://www.lapetitelibrairie.net/,,misc,text words up1601
Le Local Autogéré,"7 rue Pierre Dupont, 38100 Grenoble",45.18135,5.71317,,,http://www.lustucrust.org/localautogere_presentation.html,"Le local autogéré est un lieu d'activité, de rencontres, de luttes, d'échange et de diffusion d'information. Nous proposons dans ce programme diverses soirées et activités mais vous pouvez passer pendant les permanences pour lire des brochures et des bouquins, aller sur Internet, faire une affiche, écouter des disques en buvant un café, etc…",misc,up1601
Centre Culturel Libertaire,"4 rue de Colmar, 59000 Lille",50.62027,3.04984,,,http://lille.cybertaria.org/rubrique11.html,"Lieu autogéré, sans hiérarchie, ni autorité créé en 1987",misc,up1601
L'Insoumise,"10 rue d’Arras, Lille",50.62387,3.06555,,,http://www.linsoumiselille.net,"Au 10, rue d’Arras, une bouquinerie a tenu le pavé pendant plus de quinze ans. Moins d’un an après sa fermeture, nous décidons de rouvrir ce lieu chargé d’une mémoire subversive. Et parce que la propriété nous emmerde, nous l’occupons désormais sans droit ni titre. Dissidente de par son occupation, nous la voulons animée par la vitalité de l’esprit critique. Des projections de films, des présentations de bouquins, des discussions, des ateliers, tout est prétexte pour se rencontrer et nourrir des complicités portées par la nécessité d’émancipation d’un monde qui ne laisse de place qu’à la marchandise.",misc,group up1601
La Gryffe,"5 rue Sébastien Gryphe, 69007 Lyon",45.75352,4.8437,,,http://lagryffe.net/,Librairie Libertaire,misc,text words up1601
La Luttine,"91 rue Montesquieu, Lyon",45.75046,4.84446,,,https://laluttine.wordpress.com/,"La Luttine est un espace associatif autogéré qui sert depuis 2006 de lieu de réunion & d’activités pour différents collectifs. Nous nous trouvons au rez-de-chaussée de la Duende, immeuble anciennement squatté à l’histoire riche en péripéties. Nous partageons nos locaux avec l’atelier de sérigraphie collectif & autogéré Black Screen.",misc,group up1601
Le Seul Problème,"46, rue Consolat, 13001 Marseille",43.30017,5.3854,,,http://juralibertaire.over-blog.com/article-30384066.html,"Social et autogéré parce que nous vivons une expérience collective et affinitaire. Pour l’émancipation des individus. Social et autogéré parce qu’on estime avoir assez de ressources pour ne dépendre d’aucune institution, quelle qu’elle soit. Nous faisons nous-même ce que nous pouvons et voulons faire. Pour le DIY. Social et autogéré parce que comme nous ne voulons intervenir dans les luttes et pratiques de personne pour leur dicter leur conduite, nous ne voulons que personne ne vienne nous dicter nos luttes, nos pratiques, ni une quelconque conduite. Pour l’autodétermination des luttes.",misc,group up1601
L'Équitable Café,"54 cours Julien, 13006 Marseille",43.29439,5.3805,,,http://equitablecafe.org/,"Médias libres, projections, débats, revues alternatives",misc,up1601
Bibliothèque associative de Malakoff,"14 impasse Carnot, Malakoff",48.81585,2.29836,,,http://www.b-a-m.org/,,misc,up1601
La Parole Errante et la Librairie Michèle Firk,"9, rue François Debergue, 93100 Montreuil ",48.85796,2.43684,,,http://www.la-parole-errante.org/,,misc,up1601
B17,"17 rue Paul Bellamy, 44000 Nantes",47.2217481,-1.5588,,,http://bellamy17.free.fr/,"C'est un lieu collectif autogéré et sans aucune subvention. Il réunit associations, individus, groupes multiples et variés. Il est géré par un collectif de personnes et d'associations qui anime ce local en respectant les principes suivants : Promouvoir une alternative à l'économie de profit, Favoriser l'émancipation des individuEs, Démystifier et échanger les savoirs et savoir-faire, Pratiquer la solidarité et l'ouverture à toutes et tous sans discrimination, S'impliquer dans toute initiative sociale et culturelle allant dans le sens des principes énoncés ci-dessus.",misc,group up1601
Librairie La Brèche,"27, rue Taine 75012 Paris",48.83873,2.39101,,,http://www.la-breche.com,,misc,text words up1601
Le Kiosk,"21 ter rue voltaire, 75011 Paris",48.85272,2.38946,,,http://nopasaran.samizdat.net/spip.php?article874,,misc,text words up1601
Lady Long Solo,"38 rue Keller, 75011 paris",48.85565,2.37301,,,http://ladylongsolo.com/,,misc,text words up1601
Librairie Publico,"145 rue Amelot, 75011 Paris",48.86508,2.3639,,,http://www.librairie-publico.com/,,misc,text words up1601
Librairie Quilombo,"23 rue Voltaire, 75011 Paris",48.85299,2.3903,,,http://www.librairie-quilombo.org/,,misc,text words up1601
Thé Troc,"52 Rue Jean-Pierre Timbaud, 75011 Paris",48.86655,2.37086,,,https://www.facebook.com/pages/The-Troc/144081858967824,,misc,text words up1601
Le merle moqueur,"51 rue de Bagnolet, 75020 Paris",48.8571,2.39571,,,https://www.lemerlemoqueur.fr,,misc,text words up1601
Le Monte-en-l'air,"71 rue de Ménilmontant, 75020 Paris",48.86854,2.38635,,,https://montenlair.wordpress.com/,"Une librairie atypique avec 22 000 références, un fonds exceptionnel en livres d’images avec des imports, des fanzines, des sérigraphies, de la BD, du dessin, de l’illustration, du graphisme, de la photo mais aussi des sciences humaines et sociales, de la littérature, de la poésie et de la jeunesse.",misc,text words up1601
Le cri du peuple,"67 av. Jean Jaurès, Reims",49.25933,4.04212,,lecridupeuple51@yahoo.fr,http://lecridupeuple.over-blog.net/,Local associatif autogestionnaire et librairie anarchiste,misc,words up1601
Librairie Alphagraph,"5 Rue d'Échange, 35000 Rennes",48.11491,-1.68439,,,,,misc,words up1601
Librairie des cordeliers,"7 côte des cordeliers, Romans-sur-Isère",45.04362,5.0491,,,http://librairielescordeliers.hautetfort.com/,,misc,words text up1601
La gueule noire,"16 rue du Mont, 42000 Saint Etienne",45.43564,4.38307,,,http://www.lagueulenoire.org,"Ce local est une «fédération» de collectifs et d’individu‐e‐s militant‐e‐s réuni‐e‐s autour de valeurs communes libertaires. La mise en place de ce projet a permis de rassembler des personnes engagées venant de tous horizons dans une volonté commune de partager nos expériences de vie, nos expériences de militantisme, de résistance. Nous voulons créer du lien entre ces luttes pour consolider le réseau déjà existant sur Saint‐Étienne.",misc,group up1601
Carte de la Transition dans le 18e,75018 Paris,48.8912,2.3392,zone,,https://quartiersentransition.wordpress.com/cartographie-de-la-transition-dans-le-18eme-arrondissement/,"La transition en action dans le 18ème arrondissement. Quartiers en Transition  propose une cartographie des lieux où actions et initiatives en lien avec ce mouvement sont répertoriées : AMAP, jardins partagés, centres d’animation, régies de quartier, lieux alternatifs culturels, vente et récupération de vêtements, meubles, livres…",misc,map list up1601
