name,address,lat,lng,scale,contact,web,description,source,tags
L'ile Asso,,43.3731,1.6699,,,,Café culturel associatif.Lîle est un lieu d'experimentations... protéiforme.Lîle est un caféculturel associatif autoconstruit et en permanente autoconstruction.http://lile.asso.fr/,hetero,src-lieux #icon-503-FF8277
MIX'ART MYRYS,,43.6179,1.4204,,,,"Lieu de création artistique autogéréLe projet Mix’Art Myrys s’envisage comme un espace d’interactions àtous les niveaux des processus de création artistique, dubouillonnement, foisonnement d’idées, envies, aux lieux nécessaires àla fabrication de l’œuvre.http://mixart-myrys.org/",hetero,src-lieux #icon-503-FF8277
La Grainerie,,43.6261,1.485,,,,"Fabrique des arts du cirque et de l'itinérance (espaces d’entraînement,de création, de diffusion, de fabrication et de stockage, bureaux,rencontres)www.la-grainerie.net",hetero,src-lieux #icon-503-FF8277
La Roulotte al Païs,,43.5823,2.2776,,,,Association Mesclavie : animations ludiques et culturelles en milieurural (caravane équitractée)Roulotte al Pais : un projet original pour stimuler les échanges et lavie locale en fonction de leur besoin et permettre à la collectivitéd'être au cœur du projet .http://www.mesclavie.com/index.php/projets-associatifs/roulotte,hetero,src-lieux #icon-503-FF8277
Partage Faourette (Maison des Chômeurs et centre social associatif),,43.5789,1.4147,,,,"Lieu d'échange et de convivialité, accueil, écoute et atelierCe lieu favorise l'émergence de projets individuels et collectifs quece soit dans le domaine de la citoyenneté, de la culture, du sport ...ou celui de l'activité économique.http://asso.partage-faourette.pagesperso-orange.fr/",hetero,src-lieux #icon-503-FF8277
Le B-A-b-a,,43.8996,1.8974,,,,une librairie engagée au coeur de Gaillac,hetero,src-lieux #icon-503-FF8277
Apéritif co-créatif Solidees,,43.6028,1.454,,http://www.solidees.org,,"Ces apéros ont pour but de permettre aux citoyens de se rencontrer etd'évoquer leurs besoins, leurs idées et projets socialement innovants.",hetero,src-lieux #icon-503-FF8277
Le Remue-Méninges,,43.0691,0.4653,,,,"Café culturel associatifL'association Remue-Méninges fait vivre à Anères un espace derencontres et d'échanges dans un lieu culturel, convivial et ouvert àtous : Le Café du Village.http://remue.meninges.free.fr/",hetero,src-lieux #icon-503-FF8277
Le VagabonSage,,43.5972,1.4576,,,,"Bus éco-partageur, interculturel et trans-formateur du Collectif deVoyage Equitable et Solidaire de Midi-PyrénéesEspace d'animation, centre de ressource des alternatives en régionéco-logiquement aménagé.http://cvesmp.over-blog.com/pages/Le_bus_ecopartageur-7040009.html",hetero,src-lieux #icon-503-FF8277
La Libraithèque - Le Droit à la paresse,,44.4467,1.4439,,,,Librairie-bibliothèque de l'histoire et l'actualité des mouvementssociaux français et internationaux. L'association organise aussi desdébats et des rencontres.http://libraitheque.blogspot.fr/,hetero,src-lieux #icon-503-FF8277
L'îlelegal,,43.4349,1.6825,,,,Galerie d'art post-industriellehttp://lilegal.org/,hetero,src-lieux #icon-503-FF8277
Vallée & Co,,44.21,1.8883,,,,"Jardin pédagogique qui développe et promeut des activités agricoles,artisanales, notamment par l'organisation d'animations et chantiersparticipatifs.http://association-vallee-et-co.blogspot.fr/",hetero,src-lieux #icon-503-FF8277
Le jardin des Funambules,,44.1279,1.8795,,,,"Jardin associatif en permaculture, avec une équipe de jardinier quis'élargit pour conduire de réels projets.http://www.lesfunambules.fr/blog-des-funambules.html",hetero,src-lieux #icon-503-FF8277
Le jardin des possibles,,44.2767,1.8746,,,,"Dans ce jardin des possibles, de nombreuses formations, staged'initiation à la permaculture sont proposés pendant l'année.http://www.lejardindespossibles.org/",hetero,src-lieux #icon-503-FF8277
Ferme du Pouzat,,44.647,1.8427,,,,Il s'agit d'une ferme agrobiologique spécialiste du bois Raméalfragmenté. http://fermedupouzat.free.fr/?page_id=26,hetero,src-lieux #icon-503-FF8277
Le Pot Ethique,,43.4902,2.3784,,,,"Café associatif, créatif et récréatifUn verre de citoyenneté,Une pincée d'échange,Une tartine de documentation,Remuez et dégustez avec convivialité!www.lepotethique.org",hetero,src-lieux #icon-503-FF8277
Jardins Saint Amadou,,43.1111,1.723,,,,"Ferme de culture et de transformation de plantes médicinales au cœur del’Ariège. Composés de jardins à taille humaine, il s'agit d' un lieu departage et d’éducation à l’environnement, que l'on peut découvrir lorsd’une simple visite…ou lors d’un stage ! http://jardins-st-amadou.fr/",hetero,src-lieux #icon-503-FF8277
Ferme éco-citoyenne de la Bouzigue,,43.6778,1.2334,,,,"L’objectif de ce lieu est de développer le concept d’écocitoyenneté,d’acquérir des connaissances sur les interactions homme-nature, par larencontre, l’observation, l’action, la responsabilisation.http://www.fermebouzigue.com",hetero,src-lieux #icon-503-FF8277
Domaine de Mauvaisin,,43.3544,1.5501,,,,"Au sein de ce domaine, y est proposer de mettre à disposition desterres et des bâtis pour un groupe de personnes décidées à s'investirdans l'esprit de l'économie participative. Eco-construction, forge,jardins.",hetero,src-lieux #icon-503-FF8277
La Taurounié,,43.7504,1.9084,,,,"Jardins paysans, semences anciennes",hetero,src-lieux #icon-503-FF8277
Ferme pédagogique des 50,,43.5525,1.4969,,,,La ferme de Cinquante est une association créée en 1986 pour favoriserl’éducation à l’environnement pour tous.http://ferme50.le-pic.org/,hetero,src-lieux #icon-503-FF8277
Oasis de Lintourel,,43.9553,2.8873,,,,"Permaculture, jardins partagés, échanges de savoirs, thérapiesalternatives, accueil (mouvement des Oasis en tous lieux)http://oasisdelentiourel.over-blog.com/",hetero,src-lieux #icon-503-FF8277
Art'Ideo,,43.497,1.4144,,,,"Dans une démarche de respect et de protection de l’environnement,la nature sauvage de ce lieu y évolue à son rythme. De nombreux stages,chantiers participatifs sont proposés. http://www.artideo.net/",hetero,src-lieux #icon-503-FF8277
2bouts/Friture,,43.595,1.4439,,http://friture.net/,,"Éducation, sensibilisation, Initiation aux techniques de laconstruction écologique !",hetero,src-lieux #icon-503-FF8277
Eco-centre de l'Ariège et de l'Aude,,43.0102,1.4735,,,,"Association Ecorce - Pôle d'activités La Ferme d'Icart organise desstages et des chantiers d'éco-construction, partage de savoirs.www.ecorce.org",hetero,src-lieux #icon-503-FF8277
Librairie-Tartinerie de Sarrant,,43.7741,0.9292,,,,"Ce café associatif a pour ambition de créer un lieu de rencontresautour du livre en milieu rural. En tant que librairie, ce café répondà une demande de proximité et invite les usager à se retrouver autoursd'animations diverses. http://www.lires.org/qui-sommes-nous/",hetero,src-lieux #icon-503-FF8277
"Etre mobile, c'est permis",,43.5762,1.4119,,,,"Auto école associative, elle propose des formations adaptés à despersonnes en parcours d'insertion sociale ou professionnelle.http://emcp.fr/index.html",hetero,src-lieux #icon-503-FF8277
Labo de la Vélorution,,43.5887,1.4305,,,,atelier de réparation de vélos en auto-gestion.http://velorutiontoulouse.free.fr/,hetero,src-lieux #icon-503-FF8277
Le zinc Campus de Vélorution,,43.5608,1.4634,,,,Vélorution organise aussi des atéliers velo au campus campus deRangueil de l'Université Paul Sabatie. Du mardi au jeudi.http://velorutiontoulouse.free.fr/doku.php?id=ateliers:autres_ateliers_toulouse,hetero,src-lieux #icon-503-FF8277
La Maison du vélo,,43.6108,1.4525,,http://www.maisonduvelotoulouse.com,,"Service location, atelier vélo, vélocythèque, vélo-école",hetero,src-lieux #icon-503-FF8277
Le Cun de Larzac,,44.056,3.1421,,,,"Un éco-camping proposé par l'association Champs de Monde. Il s'agitd'un lieu totalement autonome par rapport au réseau électronucléaire enFrance, qui participe à de nombreux réseaux de pratiques solidaires etalternatives. http://www.larzac.org/cun/",hetero,src-lieux #icon-503-FF8277
L'escale du Cardouets,,43.0583,0.0489,,,,"Au cœur des Pyrénées, des hébergements insolites et écologiques entourte saison ! http://www.yourte-pyrenees.com/index.html",hetero,src-lieux #icon-503-FF8277
Eco Hameau d'Andral,Vigan (Lot),44.5844,1.4571,,,http://web.andral.org/,Habitat groupé écologique,hetero,src-lieux #icon-503-FF8277 up1603
Avenir Nouvelle Maison des Chomeurs,,43.5777,1.4619,,,,"L’association Avenir, nouvelle maison des chômeurs (reconnue d’intérêt général depuis 2012) a pour missions d’accueillir, de connaître, d’orienter, de conseiller tous les publics qui la fréquentent, d’aider à leur socialisation ou resocialisation (Chômeurs et les précaires) en créant une mixité variée (étudiants, salariés, retraités…)http://www.maisondeschomeurs.org",hetero,src-lieux #icon-503-FF8277
"FA Sol Mi, la Fabrique Solidaire des Minimes",,43.6233,1.4413,,,,"Accueil, orientation, accompagnement des personnes en situation d'isolement, de précarité, ainsi que toute personne en demande, quelque soit son âge ou sa situation sociale.http://www.clapmp.com/annuaire/fiche.php?id=1194",hetero,src-lieux #icon-503-FF8277
Et pourquoi pas ?,,44.0605,2.1117,,,,"Maison relais d'acceuil, à vocation sociale, qui offre aux amoureux dela nature un cadre idéal pour profiter de la richesse du développementlocal.",hetero,src-lieux #icon-503-FF8277
L'ancien Carmel de Condom,,43.9507,0.3815,,,,"Résidents permanents, vacanciers et pèlerins, groupes, associations etartistes sont les bienvenu dans ce lieu d'accueil solidaire qui proposediverses activités http://www.lanciencarmel.com/",hetero,src-lieux #icon-503-FF8277
Les Nouveaux Troubadours,,43.7761,2.698,,,,"Cette association propose plusieurs séjours de vacances, chantiers etstages, dans un petit village du sud-Aveyron. Autour de différentsthèmes développant la créativité : Construction, Sculpture, Art,Mosaïque, Forge,Céramique, Nature ! De véritables constructionsinsolites !www.lesnouveauxtroubadours.fr",hetero,src-lieux #icon-503-FF8277
Le Bar à TM,,44.3673,1.634,,,,"café - épicerie associatif   Escamps (Lot)     Cette association a pour objet la gestion d'un commerce multi-service, bar-café-épicerie, vente directe et sur commande, dépôt et vente de gaz, dépôt de pain, location de support d'annonces et de vitrines d'exposition.L'association organisera des manifestations et des événements tout au long de l'année.             http://bar-a-themes-escamps.monsite-orange.fr/",hetero,src-lieux #icon-503-FF8277
Au chabrot,,43.6014,1.4412,,,,"Bar à vins . A déguster également Au Chabrot, une bière artisanale, la Biérataise brassée en Haute-Garonne. Assiettes de charcuterie, de fromages, avec des produits régionaux, le tout dans une ambiance conviviale et chaleureuse.                    http://www.auchabrot-toulouse.fr/",hetero,src-lieux #icon-503-FF8277
Terra Nova,"18 rue Gambetta, TOULOUSE",43.6026,1.4414,,contact@librairie-terranova.fr - 05 61 21 17 47,http://librairie-terranova.fr/,"Terra Nova, depuis sa création en 2004, vous invite à interroger le monde à travers ses écrivains, ses réalisateurs, ses artistes, ses penseurs, ses luttes sociales.Lieu qui propose des livres d'éditeurs installés en marge de l'industrie du livre. La librairie est aussi pensée comme un lieu de vie sociale. Régulièrement dans l'espace café sont organisées des rencontres - (vente planisphères renversantes à 7,5 SOL-violette l’unité ou 8,5€)",hetero,src-lieux #icon-503-FF8277 text words up1601
La Kazba,,43.5777,1.404,,,,Foyer des étudiants (UFR Sciences Espaces et Société - Université Toulouse Le Mirail) - Toulouse (Haute-Garonne) http://www.univ-tlse2.fr/accueil/vie-des-campus/vie-etudiante/associations/foyer-ses-la-kazba-48928.kjsp,hetero,src-lieux #icon-503-FF8277
L'Usine Théâtre,,43.1329,0.974,,,,"L'Usine théâtre est un endroit convivial proposant une programmation  théâtre jeune public et tout public, ainsi que musique classique. Des résidences de compagnies seront possibles tout au long de l'année...   http://lusinetheatre.wifeo.com/",hetero,src-lieux #icon-503-FF8277
La Tourmente,,43.5438,1.4784,,,,"Péniche de transport au service de la culture, du patrimoine et des territoires - Quelque part entre Bordeaux et Sète (Siège : Ramonville-Saint-Agne)   http://www.vivre-le-canal.fr/index.php?la=fr",hetero,src-lieux #icon-503-FF8277
Le lieu commun,,44.8602,1.8903,,,,"Café associativeLe lieu commun a pour objet les échanges multiculturels, la diffusionde savoirs alternatifs et l’organisation de manifestations.http://lelieucommun.over-blog.com",hetero,src-lieux #icon-503-FF8277
Domaine de Matens,,43.9293,1.868,,,,"Situés sur la crête des coteaux du vignoble de Gaillac, deux gîtesindépendants, des activités en plein air, vignoble...http://matens.free.fr/index.htm",hetero,src-lieux #icon-503-FF8277
Findhorm Ecovillage,,57.651,-3.5917,,,,"Findhorn fait partie des 500 écovillages existant à travers le monde. Issu d'une communauté d'inspiration New Age, qui a choisi de s'installer dans le nord de l'Ecosse en 1962, il est le plus ancien d'Europe.       http://www.ecovillagefindhorn.com/",hetero,src-lieux #icon-503-FF8277
Fabrique d'Objets Libres,,45.7539,4.8757,,,,"Espace de création et de fabrication numérique ouvert à tous, la Fabrique d'Objets Libres permet à chacun de découvrir, d'inventer et de fabriquer tout type d'objet.http://www.fablab-lyon.fr/",hetero,src-lieux #icon-503-FF8277
Alter'Eco 30,,43.7032,4.2581,,,,"Lieu de vie alternatif de deux hectares qui comprend:  une activité agricole d'élevage, un fournil, une maison éco-rénovée, une coopérative de produits bio et locaux auto-gérée, une salle de classe en pédagogie alternative- ce lieu propose: Stage, accompagnement de projets, diffusion d'outils etc...  http://www.altereco30.com",hetero,src-lieux #icon-503-FF8277
La Prairie,,43.5729,1.4569,,,,École (maternelle et primaire) associative d'éducation nouvelle (pédagogie alternative : Ecole Nouvelle) http://www.ecole-laprairie.fr/,hetero,src-lieux #icon-503-FF8277
Ecole Fourio,,43.7434,1.178,,,,"École alternative pour les enfants présentant des troubles DYS (dyslexie, dysorthographie, dyscalculie…)http://www.systemedys.com/",hetero,src-lieux #icon-503-FF8277
Ecole Les Tournesols,,43.5843,1.4246,,,,École (maternelle) Pédagogie Steiner-Waldorf http://www.steiner-waldorf.org/ecoles_steiner/toulouse.html,hetero,src-lieux #icon-503-FF8277
Les Ateliers en Herbe,,43.6545,1.5952,,,,"ardins pédagogiques, potagers en lasagnes et plantes médicinales, ateliers de productions de cosmétiques naturelles, de savons artisanaux et de teintures - http://www.lesateliersenherbe.com/",hetero,src-lieux #icon-503-FF8277
La Pouzaque,,43.4864,2.1761,,,,Centre polyvalent d'éducation à l'environnement et au développement durable. http://www.lapouzaque.org/,hetero,src-lieux #icon-503-FF8277
Eco-centre de l'Ariège et de l'Aude,,42.9912,1.4241,,,,"(association Ecorce - Pôle d'activités La Ferme d'Icart) : Stages et chantiers d'éco-construction, partage de savoirs -http://www.ecorce.org",hetero,src-lieux #icon-503-FF8277
Ecole de Cirque Pré en bulles ,,43.5244,0.4569,,,,"Lieu de découverte et d'apprentissage des arts du cirque, stages/séjours de vacances en été autour du cirque et de l'environnement pour des enfants de 6 à 17 ans. http://preenbulles.free.fr/",hetero,src-lieux #icon-503-FF8277
Espace de gratuité de Saint-Girons,,42.9829,1.1461,,,,"Tout les derniers samedi du mois, au marché de Saint-Giron, un espacesubversif contre la société marchande : le don !",hetero,src-lieux #icon-503-FF8277
La Glanerie,,43.6468,1.4222,,,,"La Glanerie est une ressourcerie, elle propose aux usagers deréutiliser leurs déchets... http://www.la-glanerie.org/",hetero,src-lieux #icon-503-FF8277
Bric à Brac,,43.1444,-0.0232,,,,"Brocante permanente, vide grenier et débarras enjoués !http://www.brocante-lourdes.com/brocante-lourdes-acces.php",hetero,src-lieux #icon-503-FF8277
La recyclerie du Rouergue,,44.3349,2.0216,,,,Ressourcerie qui vous débarrasse de vos vieux objets et chantierd'insertion à Villefranche de Rouergue,hetero,src-lieux #icon-503-FF8277
Le Recantou,,43.6094,1.408,,,,"Épicerie paysanne et culturelleUn lieu unique, une véritable unité de lieu, foyer d’un fusionnementmultiforme.http://l.apres.over-blog.com/",hetero,src-lieux #icon-503-FF8277
Goshen - Ferme de la Chaux,,47.2185,4.6716,,,,"Lieu d'accueil et agriculture solidaire: Eco-hameau, gîtes, ferme agro-écologique et animations.La Bussière-sur-Ouche ( Côte-d'Or) http://www.goshen.fr/",hetero,src-lieux #icon-503-FF8277
Ô Saveurs Paysannes,,43.9154,2.0967,,,,Un magasin de producteurs fermiers et un espace de restauration. Desproduits bio qui passent du jardin aux assiettes !http://www.o-saveurs-paysannes.fr/,hetero,src-lieux #icon-503-FF8277
Les Gastrosophes,,43.2127,1.171,,,,"Des cuistots itinérants qui partagent cette même volonté du respect duvivant de la terre jusqu'à l'assiette. A bord d'une ""roulotte sauvage"",ces fins gastronomes ne craignent ni les foules des festivals ni lespetites soirées privées ! http://lesgastrosophes.over-blog.com/",hetero,src-lieux #icon-503-FF8277
Association Ecolonie,,48.0494,6.1061,,,,"Centre écologique aux activités multiples. véritable centre d'accueil écologique européen, Ecolonie propose un espace d'accueil pour vacanciers avec de nombreuses activités et des capacités d'hébergement. Le lieu travaille aussi autour d""élevage de chèvres et développe des espaces de jardins écologiques- Hennezel ( Vosges) http://ecolonie.org",hetero,src-lieux #icon-503-FF8277
L'Équi'Table,,42.9655,1.6089,,,,"Un espace inter-associatifUn lieu collectif, convivial, ouvert et géré par tous.http://www.lequitable.org/",hetero,src-lieux #icon-503-FF8277
Les jardins de la solidarité,,44.1695,2.53,,,,Ces jardins de Cocagne contribuent à la promotion de l'agriculturebiologique en Aveyron. Ils proposent des chantiers d'insertion et vousdonne la possibilité d'accéder à des produits locaux.www.jardinsdecocagnemidipyrenees.org,hetero,src-lieux #icon-503-FF8277
Le jardin du Chayran,,44.1006,3.0778,,,,"Proposant des chantiers d'insertion par la maraîchage biologique,l'association Le jardin de Chayran distribue chaque semaine auxadhérents des légumes saison produit par le Jardin.http://www.lejardinduchayran.org",hetero,src-lieux #icon-503-FF8277
Jardins de Cocagne de Fleurance,,43.8495,0.6632,,,,"Des chantiers d'insertion, des productions biologiques ...http://www.jardinsdecocagnemidipyrenees.org/spip.php?article14",hetero,src-lieux #icon-503-FF8277
Le jardin solidaire de l'Adour,,43.6386,-0.0219,,,,"Ce jardin solidaire de l'Adour, dans le Gers, propose des ateliers etdes chantiers d'insertions.. et vous invite à découvrir sa productionagricole, maraîchage, agriculture biologique.http://www.siaegers.fr/decouvrir/fiche/20/le-jardin-solidaire-de-l-adour",hetero,src-lieux #icon-503-FF8277
Les Jardins du Girou,,43.6816,1.5847,,,,"Premier Jardin de Cocagne aux portes de Toulouse, il regroupe desjardins maraîchers biologique à vocation social et professionnel.http://www.jardinsdugirou.org/index.html",hetero,src-lieux #icon-503-FF8277
Les Jardins du Comminges,,43.0767,0.5968,,,,"Des ateliers pédagogiques, des paniers de légumes... et chaque semestreune lettre d'information ""Semons solidaires"" qui a pour objectif devaloriser le travail des bénévoles, d'informer sur les actionsentreprises par l'association, etc. http://www.jardinsducomminges.org/",hetero,src-lieux #icon-503-FF8277
Les jardins du Volvestre,,43.275,1.1769,,,,"Activités de maraîchage biologique au service de l'économie sociale etsolidaire qui s'accompagne de vente de paniers de légumes bio, frais etlocaux. http://www.jardinsduvolvestre.org/",hetero,src-lieux #icon-503-FF8277
Les Jardins des Gorges de L'Aveyron,,44.131,1.8188,,,,-,hetero,src-lieux #icon-503-FF8277
Jardin de Labastide-Saint-Pierre,,43.9118,1.3218,,,,L'objectif est d'accueillir 15 personnes au sein de la structure pourdévelopper l'agriculture biologique tout en les aidant à se réinsérerdans le monde du travail. http://www.jardinsdecocagnemidipyrenees.org,hetero,src-lieux #icon-503-FF8277
Le Caméléon,,43.5996,1.433,,,,Café associatifIl est conçu comme un lieu d'échange et un espace de représentationouvert au plus grand nombre.http://www.maaads.org/,hetero,src-lieux #icon-503-FF8277
Saveurs paysannes,,44.609,2.0218,,,,"Saveurs Paysannes vous permet de vous approvisionner au même endroitdirectement auprès des producteurs sur une large diversité de produits:viandes, légumes, produits laitiers, pains, épiceries.www.leader-quercyrouergue.org",hetero,src-lieux #icon-503-FF8277
"Le Fort ""La Galline""",,42.4938,3.0955,,,,"Lieu autonome, solidaire, citoyen, écologique et artistique : espace d'échange autour du vin (laboratoire), restaurant Slow Food, gîte, espace de détente et de bien-être, ateliers d'éco-construction, potager et vergers biologique, résidences d'artistes et manifestations culturelles.http://lefortdelagalline.blogspot.fr/",hetero,src-lieux #icon-503-FF8277
La Menuiserie,,44.3546,2.5726,,,,"Lieu de rencontre, de découverte et d'expression culturelle, résidence d'artiste.http://lamenuiserie.net",hetero,src-lieux #icon-503-FF8277
Eco-Hameau de verfeil-Sur-Seye,,44.1866,1.8761,,,,Habitat groupé écologique - Verfeil-sur-Seye (Tarn-et-Garonne)http://verfeil-eco.over-blog.org/,hetero,src-lieux #icon-503-FF8277
Habitat Groupé du Canal,,43.5427,1.4856,,,,Habitat groupé écologique. https://sites.google.com/site/habitatgroupeducanal/,hetero,src-lieux #icon-503-FF8277
Palanca,,43.5701,1.4673,,,,Société coopérative d'étude et de conseil en développement durable - http://palanca.fr/,hetero,src-lieux #icon-503-FF8277
Echo Poutre y Paille,,43.1016,1.8513,,,,Conseil et accompagnement pour la construction de maisons individuelles en matériaux écologiques - http://echo-poutre-y-paille.blogspot.fr/,hetero,src-lieux #icon-503-FF8277
Les Compaillons,,43.6144,1.4618,,,,"Réseau Français de la construction Paille (RFCP) : Promotion de la construction en paille, soutien au développement et à la professionnalisation du secteur, mis en relation des acteurs - http://www.compaillons.eu/",hetero,src-lieux #icon-503-FF8277
Serpettes et Chaudrons,,43.0021,0.5827,,,,"Produits cosmétiques artisanaux, partage de savoirs autour du monde végétal et de l'utilisation des plantes - http://serpettesetchaudrons.wordpress.com/",hetero,src-lieux #icon-503-FF8277
REPLIC,,43.6203,3.8236,,,,Accompagnement à la création d'entreprise d'utilité sociale et environnementale en réponse à des problématiques de territoire ,hetero,src-lieux #icon-503-FF8277
"Baluchon, mon dîner maison",,48.8809,2.4322,,,,"(entreprise d'insertion par l'activité économique) : Service de restauration adressés aux cadres de la région Parisienne. Préparation et livraison de menus fait maison à partir de produits sains, locaux et de saison - http://www.baluchon.fr/",hetero,src-lieux #icon-503-FF8277
Association LAO,,45.0245,4.4933,,,,"Promotion des circuits courts, mise en avant d'alternatives à la grande distribution, éducation au goût - http://laoasso.blogspot.fr/",hetero,src-lieux #icon-503-FF8277
Ecolodève,,43.7335,3.3255,,,,"Négoce de matériaux écologiques, conseils en éco-construction - http://www.ecolodeve.fr/",hetero,src-lieux #icon-503-FF8277
Collectif Ardèche en Transition,,44.6178,4.3877,,,,Collectif d'acteurs engagés en faveur d'une transition énergétique et sociale durable en Ardèche - http://www.oui-transition07.org/,hetero,src-lieux #icon-503-FF8277
Association Philadent,,48.7904,2.4556,,,,Centre de santé dentaire accessible aux personnes en situation de précarité - http://www.fondation-macif.org/les-soins-dentaires-accessibles-tous,hetero,src-lieux #icon-503-FF8277
There Are Other Alternatives (TAOA),,48.8566,2.3522,city,,,Soutien et promotion des monnaies sociales et complémentaires - http://www.taoaproject.org/,hetero,src-lieux #icon-503-FF8277
Veloxygène Amiens ,,49.8871,2.2871,,,,Promotion de la bicyclette comme moyen de transport urbain à Amiens et son agglomération - http://veloxygene-amiens.com/ ,hetero,src-lieux #icon-503-FF8277
L'escargot dans les orties,,45.5376,1.2158,,,,Compagnie de théâtre écolo-rigolo-équitable - http://www.lescargotdanslesorties.org/,hetero,src-lieux #icon-503-FF8277
"Ikinat, les vacances écologiques et naturelles",,48.8268,2.2245,,,,"Promotion des acteurs de l'éco-tourisme, référencement des offres d'hébergement écotouristiques ( gîtes et chambres d'hôtes) - http://www.ikinat.com/",hetero,src-lieux #icon-503-FF8277
Partners for Youth Empowerment,,40.7128,-74.0059,,,,"Organisation de jeunesse visant à renforcer les capacités des jeunes et des acteurs de jeunesse à travers des camps, des formations et séminaires - http://www.pyeglobal.org/#",hetero,src-lieux #icon-503-FF8277
Kino,,45.5168,-73.56,,,,"(mouvement international) : Mise en relation des professionnels et des amateurs de cinéma, soutien à la création cinématographique (court-métrage), professionnalisation/développement des techniques et des pratiques pour des créations audacieuses et de qualité - http://kino00.com/",hetero,src-lieux #icon-503-FF8277
Les Nouveaux Troubadours,,43.7764,2.6993,,,,"Constructions insolites, Musée des arts buissonniers - Saint-Sever-du-Moustierhttp://www.lesnouveauxtroubadours.fr/",hetero,src-lieux #icon-503-FF8277
Les Rèples d'Alègre,,44.4749,2.4626,,http://lesreples.e-monsite.com/,,-,hetero,src-lieux #icon-503-FF8277
Café Sauvage,,49.1825,-0.3719,,,,"Super lieu pour venir boire un thé ou même une bière, manger un petit quatre heure, écouter de la musique, voir une performance improvisée ou non, lire un livre dans un hamac, et même pourquoi pas faire une sieste sur des coussins.Mais c’est surtout, des ateliers hebdomadaires pour par exemple, apprendre à faire du pain, reconnaître les plantes Sauvages, recycler des objets, et où chacun s’aidera et échangera ses compétences!http://cafesauvage.fr/ ",hetero,src-lieux #icon-503-FF8277
Ambiance Bois,,42.7268,1.9353,,,,"Eco-construction, fabrication et vente de matériaux en bois, aménagement, rénovation, soutien à l'auto-construction (coopérative autogérée) (membre du réseau REPAS)www.ambiance-bois.com (http://www.ambiance-bois.com/)",hetero,src-acteurs #icon-959-F4EB37
Le chanvre mellois,,46.2312,-0.0396,,,,"Production, transformation, distribution        et développement de l'utilisation du chanvre textile dans        l'isolation de l'écohabitat.www.chanvre-mellois.com (http://www.chanvre-mellois.com/)",hetero,src-acteurs #icon-959-F4EB37
I.C. Catering,,46.1613,-1.1508,,https://www.facebook.com/pages/Initiative-Catering-IC/190787387663205?id=190787387663205&sk=info,,"Cuisine itinérante et        participative, transmission et échanges de savoirs-faire autour        de l'alimentation.",hetero,src-acteurs #icon-959-F4EB37
Peleti,,41.267,24.5009,,,,Réseau pour la préservation des semences de variétés anciennes - Panaresti (Drama),hetero,src-acteurs #icon-959-F4EB37
Geo Cities,,40.8025,22.0447,,,,"Agriculture naturelle, selon les préceptes de Masanobu Fukuoka (agriculture sous couvert forestier) - Edessa (Pella)http://www.geocities.com/naturalfarming/ (http://www.geocities.com/naturalfarming/)",hetero,src-acteurs #icon-959-F4EB37
CAP Nomade,,40.488,1.4437,,,,"Atelier de création multimédia, éducation populaire à l'image et aux médias.CAP Nomade souhaite créer des ponts entre les peuples, les réalités, mais avant tout entre les personnes.  http://capnomade.blogspot.fr/ (http://capnomade.blogspot.fr/)",hetero,src-acteurs #icon-959-F4EB37
Compagnie DésArtmélés,,43.4574,2.0053,,,,"Marionnettes et arts du cirque, stages ,ateliers et spectacles.La Compagnie DésArtmélés a pour objectif d’enseigner, transmettre, véhiculer un esprit responsable et une conscience de l’interdépendance en favorisant la convivialité et l’expression créatrice individuelle/collective vers un large public.http://desartmeles.blogspot.fr/ (http://desartmeles.blogspot.fr/)",hetero,src-acteurs #icon-959-F4EB37
Le Matou dell'Arte,,44.61,2.0324,,,,"Promotion des arts et de la culture, spectacles, expositions, débats, rencontres - http://www.lematou.org/",hetero,src-acteurs #icon-959-F4EB37
Comme un poisson dans l'Art,,43.605,1.4552,,,,"Accompagnement et promotion des artistes locaux émergents, organisations et productions d'événements",hetero,src-acteurs #icon-959-F4EB37
Les Fondeurs de briques,,43.7728,1.6866,,,,Maison d'édition indépendante -http://fondeursdebriques.perso.neuf.fr/,hetero,src-acteurs #icon-959-F4EB37
Lekti,,43.9423,2.1486,,,,"Librairie numérique et bibliothèque sonore, numérisation et diffusion de livres issus de lignes éditoriales exigeantes portées par des structures indépendantes- http://www.lekti-ecriture.com/bloc-notes/index.php/post/2011/03/22/Le-projet-Lekti-pour-biblioth%C3%A8ques-entre-dans-sa-phase-finale",hetero,src-acteurs #icon-959-F4EB37
L'épicurieux,,43.6047,1.4442,,,,Cuisine gourmande et équilibrée nomade ! - http://www.lepicurieux.net/,hetero,src-acteurs #icon-959-F4EB37
La Revue Durable,,46.8058,7.1597,,,,Revue de vulgarisation francophone sur l'écologie et le développement durable pour s'informer et s'engager ! http://www.larevuedurable.com/ (http://www.larevuedurable.com/),hetero,src-outils #icon-960-3F5BA9
Passerelle éco,,46.8406,4.2728,,,,Revue trimestrielle fondamentalement écologique qui relais des infos sur les ressources alternatives. http://www.passerelleco.info (http://www.passerelleco.info/auteur.php?id_auteur=830#bio),hetero,src-outils #icon-960-3F5BA9
