name,address,lat,lng,scale,contact,description,source,tags
W - Pierre et Stéph's place - bière pain yourte cabane,,46.753151,5.636587,,,"PIERRE ET STÉPHANIE'S PLACE<br>ROY Stéphanie et LUREAU Pierre<br>6 rue de la Chapelle , 39210 , Granges sur Baume , FRANCE<br>Tel : 0384482098<br><br>Nous sommes une famille avec 2 enfants (3 et 5 ans). Nous sommes installés depuis 10 ans dans un petit village ou nous avons rénové une vieille maison en pierre. Nous brassons de la bière; fabriquons du pain pur levain. A la belle saison nous habitons dans une yourte (site isolé) ou nous cultivons notre jardin (700m²) plus 50 arbres fruitiers et petits fruits. Nous avons la mention Nature et Progrès. En projet : Restauration d'une partie de la maison pour faire de l'accueil, aménagement du fournil, construction de cabane...<br>house with garden<br>We are : family<br>Number of : adults 2, children 2<br>Accommodation : camping<br>Can Accommodate Children : yes<br>Location : near other houses<br>Getting There : can collect at train station<br>Work With : gardens, woods, alternative technologies, children, building<br>Languages Spoken : English, French<br>Diet : vegetarian OK<br>Can Provid",citoy_lieuxdeviebasesnomad,#icon-ci-6
"W - Rousset du lac - anes, fruit légumes auberge",,44.774525,4.12674,,,"ROUSSET DU LAC<br>Alphonse Elsenburg ou/or Jeroen Ontskul<br>07510 St.Cirgues en Montagne FRANCE<br>Tel : 0033 (0) 475 389192<br>Email : rousset.du.lac@wanadoo.fr, jeroenontskul@hotmail.com<br><br>: isolated house, 39 ha<br>une ferme-auberge/gîte d'étape, située à 1200 m daltitude dans les<br>Montagnes Ardéchoises. La ferme compte un troupeau de 16 ânes pour la randonnée, etun jardin potager important, afin de produire des légumes<br>pour nous et les clients à l'auberge. Selon la saison il y a le travail au potager, aux foins, récolter des myrtilles ou framboises, fabrication des confitures et conserves, les soins aux animaux, etc.<br>Les environs sont très jolis, avec des volcans, beaucoup de forêt et un petit lac. communityNumber of : adults 4Accommodation : dormitory, camping, caravanCan Accommodate Children : noLocation : not near other housesGetting There : can collect at train station, accessible by footWork With : gardens, animals, woods, buildingLanguages Spoken : English, French, German, DutchDiet : vegeta",citoy_lieuxdeviebasesnomad,#icon-ci-6
W - Asso Terre pure - Boudhisme,,42.914069,1.234245,,,"ASSOCIATION TERRE PURE<br>Annick PETIT<br>RIVES , 09320 SOULAN , FRANCE<br>Tel : 33 (0)5 61 96 87 09<br>Email : terrepure@orange.fr<br>Web : www.terrepure.com<br><br>LOCATION : south of France, in the mountains (Pyrenees)<br>We live in France, in the heart of fields and forests, in the Pyrenees mountains. We have a little Buddhist centre but with no resident teacher - we invite Tibetan lamas and monks to come and teach or lead meditation retreats. It's a retreat centre where there is a need for gardening and maintenance. We need people to take care of the gardens and also to help to make the buildings more comfortable with natural materials as much as possible.<br><br> house with gardenWe are : family, communityNumber of : adults 2, children 2Accommodation : dormitory, caravanCan Accommodate Children : yes, by arrangementLocation : near other housesGetting There : can collect at train stationWork With : gardens, woods, alternative technologies, buildingLanguages Spoken : English, FrenchDiet : vegetarian OKProhibiti",citoy_lieuxdeviebasesnomad,#icon-ci-6
W - Le Merlendie - miel pain,,44.87290200000001,0.074158,,,"pain, ruches, jardins, entretien…<br><br>LE MERLENDIE<br>Evelyne et Jacques Boudieux<br>24230 Montazeau , FRANCE<br>Tel : + 0553240017<br>Email : boudieux.jacques@wanadoo.fr<br><br>Nous vivons de la vente sur les marchés des miels que nous récoltons sur nos ruches et de pain au levain naturel que nous fabriquons. 2 de nos 4 enfants vivent à nos côtés mais indépendamment. L'aîné, 34 ans, travaille avec nous. Nous souhaitons partager notre mode de vie entre avril et septembre en échange de coups de main polyvalents (pain, ruches, jardins, entretien…) Allergiques aux piqûres d'abeilles, s'abstenir. Work: garden, animals (bees), other (making bread)<br> organic farm, house with gardenWe are : familyNumber of : adults 2, children 4Accommodation : individual roomsCan Accommodate Children : noLocation : not near other housesGetting There : can collect at train stationWork With : gardens, animalsLanguages Spoken : English, French, SpanishMinimum Stay (Weeks) : 1Maximum Stay (Weeks) : 2Months Most Needed : 4 - 9Months NO",citoy_lieuxdeviebasesnomad,#icon-ci-6
W - La lunette aux lunettes! - Pain tipi animaux,,46.421764,5.789108,,,"CAVANELLE, Sylvain<br>, F39170 St. Lupicin , FRANCE<br>Tel : 0033 (0) 38442 1765<br>Fax : 0033 (0) 38442 1765 communauté participative ouverte créée en 1996, liée aux Rainbow Gathering. 2,75 ha. 4 habitants permanents, locataires temporaires, nombreux visiteurs à court ou long terme. Boulange, poules, chevaux, jardin, chantiers de rénovation, artisanat d'inspiration amérindienne, construction de superbes tipis... Et une rivière magnifique avec cascades, bassins... Faut y aller, c'est superbe ! L'agriculture doit encore être développée.",citoy_lieuxdeviebasesnomad,#icon-ci-2
Les Amanins,,44.703467,5.018263,,,"> Site web ><br><br>      <br><br>""LES AMANINS"" c’est<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br> UN LIEU PRÉSERVÉ de 55 hectares comprenant champs, prés, landes, bois et rivière entre la Drôme provençale et la Drôme des collines (à 35 km au sud-est de Valence et à 24 km de Montélimar) organisé autour d’une ferme agro-écologique ;<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br> UNE ÉCOLE DIFFÉRENTE où les enfants font directement le lien entre les savoirs et la vie concrète, où ils apprennent à cultiver leurs légumes, et à vivre ensemble dans la coopération ;<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br> UN SITE D’EXPERIMENTATION et de démonstration agro-écologique et de sauvegarde de la biodiversité ;<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br> UN espace agricole respectueux de l’environnement et garant d’une nourriture saine ;<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br> UN centre de séjour, d’accueil et de transmission de savoirs et savoir-faire ;",citoy_lieuxdeviebasesnomad,#icon-ci-13
"Jansiac, la nef des fous",,44.142798,5.73555,,,"Une communauté agricole à Jansiac (près de Sisteron, Alpes de Haute-Provence). Basé sur l'autosuffisance sur un terrain de 300 hectares :<br>adresse : La nef des fous, Jansiac, 04200 Chateauneuf-Miravail<br>Contactez les avant de passer... !<br>tel: 04.92.62.02.61<br><br>un article:<br>http://www.onpeutlefaire.com/ilslontfait/ilof-nef-des-fous-modif.php",citoy_lieuxdeviebasesnomad,#icon-ci-1
Ferme de St Marthe - graine et plantes rares,,49.21042,1.296387,,,"FERME DE SAINTE MARTHE 41200 MILLANCAY 02 54 95 45 04<br><br>122 ha centre de formation, producton de graines bio, conservatoire de plantes rares<br><br>depuis 25 ans.",citoy_lieuxdeviebasesnomad,#icon-ci-15
Terre et humanisme - Mas de Beaulieu,,44.455151,4.195468,,,TERRE & HUMANISME Mas de Beaulieu 07 230 LABLACHERE 04 75 36 64 01.<br><br>Ecolieu créé par Pierre Rabhi. Chantiers benevoles.,citoy_lieuxdeviebasesnomad,#icon-ci-13
ECOlonie,,48.104984,6.070881,,,"ECOlonie<br>1 Thietry<br>88260 Hennezel Vosges<br> t 03 29 07 00 27<br>e info@ecolonie.eu<br>A 90km sud de Nancy. Création 1989, 22 habitant-e-s néerlandais et français sur 6 ha. Végétarien. Agriculture, chambres d'hotes, camping, eco-boutique, baignade en étang, location de vélos, stages divers.... Campeurs WWOOF bienvenus pour 2 semaines minimum : aide au potager et autres travaux en cours.<br>Ce “centre européen” – dans une ancienne colonie de vacances à 7 km. d’un médécin, de l’école, des commerces, à 30 km. d’une gare – est actif depuis 1989. Actuellement 10 hommes, 10 femmes, 2 enfants, de nationalités néerlandais et français, vivent dans un hameau de 4 maisons sur 6 ha, y jardinent et rénovent (avec l’aide de bénévoles) pour atteindre le but écologique fixé.  On y trouve un jardin pour plantes aromatiques (label de garantie ECO), une cuisine végétarienne, des salles de stages, des chambres d’hôtes, un camping avec ECOboutique, un étang pour la baignade, un sauna et hutte de sudation et des ateliers d’art (e.a. autour d’un projet “Total Art Oasis”, création d’objets qui sont en relation avec les chakras et leurs énergies).<br><br> L’association a de bonnes relations avec la commune et est ouverte à accueillir d’autres permanents qui peuvent faire connaissance pendant des weekends de rencontre ou par des séjours de bénévolat. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Coopérer<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Bénévole (M/F)<br><br>Le bénévole est quelqu’un qui apporte sa collaboration pendant une certaine période (14 jours au minimum jusqu’au un an).<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br> Période",citoy_lieuxdeviebasesnomad,#icon-ci-6
W - La joie de vivre - Lama enfant trav div,,44.957512,6.681747,,,"LA JOIE DE VIVRE Claire PASCALLET<br>Hameau de Sallé , 05100 NEVACHE , FRANCE<br>Tel : 0033 (0) 49221 3096 Fax : 0033 (0) 49220 0641<br>Email : la-joie-vivre@wanadoo.fr<br>Web : www.la-joie-de-vivre.fr<br>A 1600 m altitude, nous avons un ?levage de lamas et alpagas et des chambres d'h?te; aussi un enfant de 3ans. Nous cherchons une personne pour nous aider ? nous occuper de notre enfant qui fait l'?cole ? la maison, et pour l'entretien des animaux, b?timents et pr?s. Le logement pour WWOOFeurs est une mezzanine ind?pendante avec douche, lavabo, wc. ?We raise llamas and alpacas and also have guest rooms. We have one boy who is 3 years old. We are looking for someone to help us take care of our son who is home-schooled; also need help caring for the animals and the upkeep of the buildings and fields. Independant lodging with loft, shower, sink and wc. Some French language abilities preferred; we speak a little English and German.",citoy_lieuxdeviebasesnomad,#icon-ci-6
W - Domaine de la Sylviane - olives,,43.626633,7.02919,,,"DOMAINE DE LA SYLVIANE<br>Lesley Kissin<br>297 Chemin Clos de Brasset , Valbonne , 06560 Alpes Maritimes , FRANCE<br><br>A slowly regenerating 350 yr old olive farm in Valbonne, needs help. We will be preparing for our third harvest; the trees need watering and treating. The forest needs clearing. The walls need rebuilding (dry stone). We have accommodation in a little tower; two double bunk rooms w/bath en/s. Good wine; good food and great company. We speak between us, French, Spanish, Italian, German, Tagolog, English.",citoy_lieuxdeviebasesnomad,#icon-ci-6
W - La commanderie - prod plantes et galénique,,43.776051,6.752472,,,-,citoy_lieuxdeviebasesnomad,#icon-ci-6
"W - Raffier's place - agri, constru..",,45.650047,1.005936,,,"RAFFIER'S PLACE<br>docteur eric raffier<br>flayat , 87230 chalus , FRANCE<br>Tel : 0555788895<br>Email : eric.raffier@laposte.net<br>je restaure moi meme plusieurs maisons en pierre dans un hameau où je suis le seul habitant.j'ai de nombreux arbres fruitiers bio,des abeilles et je recueille des animaux abandonnes (mini chevres,cochon,ane,chien).je scie du bois, soit pour le chauffage,soit des poutres et des planches pour les maisons.je me deplace en velo et je peux en preter,ou en voiture à gaz.il y a des sources,des etangs pour la baignade et des grands bois. je suis donc medecin,agriculteur mais sans necessite de rentabilite,et je restaure mon petit village à la main et avec un peu de materiel professionnel(scie à grumes, machines à bois,betoniere,tracteurs agricoles...) les animaux recueillis entretiennent les prairies. il y a environ cinquante hectares avec les bois et les etangs. j'ai aussi ici un voilier de course en bois de 9 metres à finir de restaurer. La moitie de l'annee l'eau chaude est s",citoy_lieuxdeviebasesnomad,#icon-ci-6
La ferme de paulianne,,44.615742,5.451479,,,"26310 LUC-EN-DIOIS, Drôme (478 hab. Carte Mich. 77, pli 14 SE), tel. 04 75 21 37 43, fax 04 75 21 39 23, e-mail:<br><br> <br><br>concentropie@wanadoo.fr. (à lire article Silence nr. 228)<br><br> <br><br> <br><br> <br><br>Trois des 25 associés (la plupart anglais), réunis en GFA, vivent sur cette ferme de 89 ha. (24 ha. labourables, 65 ha. forêt) au bord de la Drôme. Leur installation date de 1995 et ils visent la construction d’un écovillage avec comme activités et recherches la diversité en agriculture biologique, le recyclage des déchets, la mise au point de pesticides biologiques, un programme éducatif, etc. Ils sont actifs au niveau européen pour une conscientisation agriculturelle avec GRAIN (Genetic Resources Action International), GENET (European Network on Genetic Engineering) et PAN (Pesticide Action Network) et CPE (Coordination Paysanne Européenne).<br><br> <br><br>Leur problème: l’acceptation/leur intégration dans le milieu rural existant ce qui se traduit dans la difficulté à se procurer des permis de construire. Après deux démarches, la troisième est en cours: le 15 septembre 99, ils auront la réponse dont dépend la survie et le développement de leur projet.<br><br> <br><br>Certainement à partir d’octobre/novembre, les 25 associés auront délibéré de l’arrêt officiel et décidé de la suite de “Paulianne”… Affaire à suivre!",citoy_lieuxdeviebasesnomad,#icon-ci-6
Italy Ecovillage,,41.748775,13.657379000000002,,,"This is a really a special place. The farm was abondoned over fourty years ago and we are gradually bringing it back to life.<br>The farm is rustic but extremely beautiful. Most of the people who come overstay their visit.<br>It is not the usual wwoof experience really. For example I am not the host and I do not even live there. It is really a place more suitable for indipendent people. You can come up with your little project, we can talk about it and we can see if it is possible. There is room for that here.<br><br>We are looking for someone who has spare time and wants to stay four several months.<br><br>We also like people who visit for a short time and in the past we had several couchsurfers visiting the farm. We will continue hosting couchsufers next year since we really enjoyed it. So you are also welcome to visit.<br>But we need few people who stay long.<br><br>We work on the vegetable garden, we want to do adobe houses etc. etcs.<br><br>Bear in mind that the farm is rustic and if you do not like rustic, avoid",citoy_lieuxdeviebasesnomad,#icon-ci-1
Torri supperiore,,43.840843,7.550955,,,http://www.torri-superiore.org/ - http://en.wikipedia.org/wiki/Torri,citoy_lieuxdeviebasesnomad,#icon-ci-5
L A  C O L L I N E,,42.972971,2.1445959999999786,,,"11300 FESTES ET ST.ANDRE, Aude (201 hab. Carte Mich. 86, pli 6 SE), tel. 04 68 31 88 39.<br><br> <br><br> <br><br> <br><br>Depuis 1995, Rainer Waiser (34 ans, Allemand) et plus tard Mana Zeilstra (23 ans, Hollandaise) sont gardiens de 33 ha. de garrigue vallonnée et boisée, dont deux parties (5 ha. et 18 ha.) sont en vente. Une vie simple, saine et méditative, en unité avec la nature, dans des petites maisons rondes de paille/argile. Activités: soin des arbres, du jardin, vannerie, cueillette de plantes, pain, filer la laine. Energie solaire, et en hiver la belle petite cascade pourrait fournir plus d’énergie.<br><br> <br><br>Ils ont crée une Ass. 1901 et cherchent quelques familles (parlant français/<br><br> <br><br>anglais), des pionniers méditatifs comme eux, pour l’achat des terrains, créer leur propre éco-maison, améliorer ensemble l’approvisionnement en eau/énergie et le chemin d’accès) et se créer des revenus avec des stages pour citadins/groupes d’enfants: initiation à la nature/auto-construction/connaissance des plantes, poterie, apiculture, production forestière de champignons/légumes, restauration végétarienne et pavillon de thé pour randonneurs, accueil pour méditants. Il y a d’autres voisins méditatifs, néo-ruraux et à 3 km. se trouvent le village avec crèche/centre culturel et bus scolaire.",citoy_vozdelviento,#icon-503-DB4436
L E S  S O U R C E S,,43.1069797,2.579248199999938,,,"DOMAINE DE LA PLAGE, 11220 MONTLAUR, Aude (461 habitants, carte Mich. 86, pli 8 NO), tel. 04 68 24 02 18.<br><br> <br><br> <br><br> <br><br>Trois personnes: Wolfgang Barbian, Geneviève Dassier et Pierre, forment le noyau de cet éco-hameau (en réalisation depuis quelques années) de 6 à 7 maisons sur 35 ha. dont garrigue/forêt/prés, eau de source. Après expérience et maints passages, ils renouvellent leurs formules de base. Tous les mois il y a une journée “portes ouvertes” de 11 à 16 heures. Prière de ne pas “visiter” le lieu sans rendez-vous.<br><br> <br><br> <br><br> <br><br>-————————————————————————–<br><br> <br><br> <br><br> <br><br>PROJET  E M E R A U D E , MARTIAL ET FLORENCE  GITENET, 22 rue Marécha Leclerc, 11500 Quillan tel : 04 68 20 95 66<br><br> <br><br> <br><br> <br><br>Le projet initial de 1997/98 portait un nombre de conditions spécifiques, abandonnées après nombre d’expériences enrichissantes. Ils préfèrent maintenant donner libre cours à un développement spontané, bien que basé sur une charte, qui garde probablement la “responsolidarité”, la pédagogie de l’enfance et l’art de vivre comme mots-clés.<br><br> <br><br>Ils viennent de trouver leur lieu, sur 6 ha. légèrement en pente avec 2 sources, près de Quillan, Aude (3818 hab. Carte Mich. 86, pli 7 SO). Vu le POS, il y a obligation de construire et ils prévoient de viabiliser le terrain et de vendre une trentaine de parcelles individuelles avec possibilité qu’un projet plus communautaire y voit jour aussi. Tout est à créer, ainsi qu’un développement économique d’activités individuelles, à plusieurs ou communes.<br><br> <br><br>Martial et Florence ont ensemble 5 enfants (2 – 18 ans): ils aimeraient donc certainement attirer des couples (autonomes) avec enfants. Ils cherchent des experts en architecture/autoconstruction.<br><br> <br><br>Au 24/01/2000, ce lieu n’a pu être acquis. Informations : Martial et Florence Gitenet, 22 rue Maréchal Leclerc, 11500 Quillan tel : 04 68 20 95 66",citoy_vozdelviento,#icon-503-DB4436
Le Potager d´un Curieux,,43.855017,5.457201,,http://www.lepotagerduncurieux.org,-,citoy_vozdelviento,#icon-ci-11
Semillas Madre Tierra,,41.603121,1.919861,,http://semillasmadretierra.com,-,citoy_vozdelviento,#icon-ci-11
Can Masdeu,,41.445589,2.157311,,http://www.canmasdeu.net,-,citoy_vozdelviento,#icon-ci-11
Cooperativa Integral Catalana,,41.401535,2.175597,,http://cooperativa.ecoxarxes.cat,-,citoy_vozdelviento,#icon-ci-11
Barcelona,,41.376809,2.136841,,,15M - Gustavo Dutch - Esther Vivas,citoy_vozdelviento,#icon-ci-11
Huertos Urbanos BCN,,41.360319,2.070923,,http://huertosurbanosbarcelona.wordpress.com,-,citoy_vozdelviento,#icon-ci-9
Ca L´afou,,41.511373,1.702709,,http://ecolonia.cooperativaintegral.cat,-,citoy_vozdelviento,#icon-ci-11
Universidad del Corazón Único,,41.73173,1.276916,,http://www.corazonunico.es,-,citoy_vozdelviento,#icon-ci-11
Ass. La Garbiana consumo responsable,,41.730586,1.271839,,http://lagarbiana.blogspot.com,-,citoy_vozdelviento,#icon-ci-11
Dolça Revolució,,41.787953,0.807152,,,-,citoy_vozdelviento,#icon-ci-11
Ecoxarxa de Lleida,,41.62374,0.625297,,http://ecoxarxadelleida.wordpress.com,-,citoy_vozdelviento,#icon-ci-11
Université d'Ecologie Appliquée et Solidaire,"30700 Aigaliers, Francia",44.075655,4.267974000000001,,,-,citoy_vozdelviento,#icon-ci-1
Permacultura Montsant,,41.23706,0.937486,,http://www.permacultura-montsant.org,-,citoy_vozdelviento,#icon-ci-11
Mariano Bueno,,40.458393,0.382848,,http://mariano-bueno.com,-,citoy_vozdelviento,#icon-ci-11
Olba?,,40.131641,-0.6152340000000001,,http://www.institutoecohabitar.org,-,citoy_vozdelviento,#icon-ci-1
Llavors d´aci,,39.480196,-0.42675,,http://www.llavorsdaci.org,-,citoy_vozdelviento,#icon-ci-11
Red Sostenible y Creativa,,39.457403,-0.370789,,http://www.sostenibleycreativa.es,-,citoy_vozdelviento,#icon-ci-11
Per L´horta,,39.487449,-0.356026,,http://perlhorta.info,-,citoy_vozdelviento,#icon-ci-1
Turís,,39.393755,-0.699005,,,-,citoy_vozdelviento,#icon-ci-11
Moviments Marina Alta,,38.80547,0.001373,,http://moviments.org.es,-,citoy_vozdelviento,#icon-ci-11
Ojo de Agua,,38.769744,-0.057764,,,http://www.ojodeagua.es - http://www.urobia.es,citoy_vozdelviento,#icon-ci-9
Turballos,,38.80654,-0.449066,,,Pare Vicent 84 anys,citoy_vozdelviento,#icon-ci-9
Terre et Humanisme - Pierre Rabhi,,44.463103000000004,4.214155,,http://terre-humanisme.org,-,citoy_vozdelviento,#icon-ci-1
La Tribu Sella,,38.607481,-0.27277,,,Falta ubicar exacta,citoy_vozdelviento,#icon-ci-11
Alacant,,38.349196,-0.494385,,,Patricia ASAP - Vicent BIOALACANT - Mercatremol,citoy_vozdelviento,#icon-ci-11
Hort comunitari de Carolines,,38.356684,-0.482229,,,-,citoy_vozdelviento,#icon-ci-9
OSEL?,,38.378269,-0.766296,,http://oselnovelda.blogspot.com,-,citoy_vozdelviento,#icon-ci-1
Proyecto Rúcula,,38.022723,-1.502638,,http://temazcalefimero.blogspot.com,-,citoy_vozdelviento,#icon-ci-9
Los Albaricoqueros,,37.82637,-1.600721,,http://lafreeschool.webs.com,-,citoy_vozdelviento,#icon-ci-11
Jardines de Acuario,,37.823752,-1.611471,,http://jardinesdeacuario.blogspot.com - http://www.permaculturasureste.org,-,citoy_vozdelviento,#icon-ci-11
Cortijo La Longuera,,38.428211000000005,-2.037706,,,www.permaculturasureste.org<br>Panadería Rincon del Segura,citoy_vozdelviento,#icon-ci-11
Nuevos Recolectores,,38.421318,-2.013245,,http://nuevosrecolectores.blogspot.com,-,citoy_vozdelviento,#icon-ci-11
Sunseed Tecnologia del Desierto,,37.07416,-2.117305,,http://sunseed.org.uk,-,citoy_vozdelviento,#icon-ci-11
Le Maquis,,43.366249,2.681909,,http://cravirola.com,-,citoy_vozdelviento,#icon-ci-1
Mar de Plástico,,36.743836,-2.744522,,,-,citoy_vozdelviento,#icon-ci-15
Casa Calabaza,,36.924371,-3.380184,,,-,citoy_vozdelviento,#icon-ci-9
Centro Flamenco LA FUENTE,,36.940563,-3.328686,,http://flamencolafuente.com,-,citoy_vozdelviento,#icon-ci-1
Valle de Lecrin,,36.943307,-3.528671,,http://ecovalle.org,-,citoy_vozdelviento,#icon-ci-11
Hortigas Coop,,36.989391,-3.5678100000000006,,http://hortigas.org,-,citoy_vozdelviento,#icon-ci-11
15M Granada,,37.175637,-3.6014560000000007,,http://acampadagranada.org,-,citoy_vozdelviento,#icon-ci-11
Ass. El Encinar,,37.158061,-3.5969869999999995,,http://asociacionelencinar.org,-,citoy_vozdelviento,#icon-ci-9
Biocastril,,37.800019,-2.783661,,http://www.biocastril.es,-,citoy_vozdelviento,#icon-ci-1
Calle Horno de Haza,,37.177417,-3.603792,,,"Granada, España PACHAMAMA BAR",citoy_vozdelviento,#icon-503-DB4436
Granja Escuela Masfranch,,42.112046,2.488055,,http://www.masfranch.org,-,citoy_vozdelviento,#icon-ci-11
Ecollavors,,42.231568,2.59552,,,Banc cooperatiu llavors Garrotxa,citoy_vozdelviento,#icon-ci-11
L'Obrador CIC,,42.057124,2.813509,,http://obrador.cooperativaintegral.cat,-,citoy_vozdelviento,#icon-503-DB4436
Les Refardes,,41.715964,2.004082,,http://lesrefardes.com,-,citoy_vozdelviento,#icon-ci-9
Centre de conservació de la biodiversitat Cultivada,,41.704703,1.8384930000000002,,http://www.esporus.org,-,citoy_vozdelviento,#icon-ci-11
Le Frigo,,43.929202,2.146931,,,"Dans cet espace culturel associatif, se côtoient des plasticiens, des musiciens, des comédiens, des chorégraphes à l'occasion d'expositions, de concerts de musiques improvisées, de lectures ou de créations spontanées. http://actal.org/",hetero_lieux,#icon-503-FF8277
La Ferme de Chanteloup,,43.240276,1.037673,,,"Elevage de vaches et de chèvres, production de fromages fermiers au lait cru. http://www.duboucheaoreille.fr/index.php?page=gilles-et-sophie-fourcade",hetero_lieux,#icon-503-FF8277
Le Café Cochon Tigre,,44.448804,1.442487,,,Café associatif https://fr-fr.facebook.com/lecochontigre?sk=page_map,hetero_lieux,#icon-503-FF8277
Chez Namphaise,,44.621068,1.642689,,,Café associatif http://www.cheznamphaise.com/,hetero_lieux,#icon-503-FF8277
Le Pilou,,44.697570000000006,2.089426,,,Café Associatif- http://www.prendeignes.fr/spip.php?article106,hetero_lieux,#icon-503-FF8277
Le Bar à Trucs,,43.430164000000005,1.223107,,,Bar associatif et petit commerce de proximité - http://www.baratrucs.fr/,hetero_lieux,#icon-503-FF8277
La Gariotte,,44.54758000000001,1.262631,,,Café associatif - http://la-gariotte-cafe-associatif-de-pontcirq.association-club.mygaloo.fr/,hetero_lieux,#icon-503-FF8277
Mécanicycle,,43.604652,1.444209,,,Atelier de réparation itinérant de vélo à vélo; https://sites.google.com/site/mecanicycle31/home,hetero_lieux,#icon-503-FF8277
Le banc sonore,,43.821907,1.724259,,,Café restaurant culturel et solidaire- http://lebancsonore.com/,hetero_lieux,#icon-503-FF8277
La Cheminée,,44.178853000000004,1.618286,,,"Pôle culturel en milieu rural, espace de rencontre, de création, d'expérimentation et d'échange autour des arts et de la culture, résidence d'artistes, accueil de séminaires et de groupes, stages- http://lacheminee.fr/",hetero_lieux,#icon-503-FF8277
Le Lieu Dit,,43.958906,2.885813,,,Café-restaurant-librairie associatif - www.assolieudit.fr,hetero_lieux,#icon-503-FF8277
Le Fournil Marletta,,43.950853,2.475816,,,"Gîtes ruraux et chambres d'hôtes, table paysanne - www.fournilmarietta.com/",hetero_lieux,#icon-503-FF8277
La ressourcerie d'Aspet,,43.014456,0.802926,,,"Espace non-marchand, échanges de vêtements, vaisselle, électroménager etc.. http://www.ladepeche.fr/article/2010/10/30/938235-aspet-un-lieu-pour-eviter-la-surconsommation.html",hetero_lieux,#icon-503-FF8277
Espace culturel Mouneyra,,44.831401,-0.58685,,,"café associatif, concerts, conférences, expos, bibliothèque, dojo. www.espace-mouneyra.com",hetero_lieux,#icon-503-FF8277
La Recharge,,44.837278,-0.571277,,,Epicerie de proximité sans aucun emballage jetable - http://www.la-recharge.fr/,hetero_lieux,#icon-503-FF8277
Le Samovar,,44.83335,-0.564824,,,Salon de tisanes et de lectures associatif et solidaire - http://www.lesamovar.ouvaton.org/,hetero_lieux,#icon-503-FF8277
Les Augustes,,45.780949,3.083583,,,"Café-lecture, café-langues, café-philo, ateliers d'expression, débats de société...http://www.cafelesaugustes.fr/",hetero_lieux,#icon-503-FF8277
Librairie Horizons,,45.890688,3.1129190000000007,,,Librairie indépendante - librairiehorizons.blogspot.com/,hetero_lieux,#icon-503-FF8277
Librairie Papageno,,45.780032,3.085126,,,"Librairie indépendante, animations diverses autour du livre et du voyage- papageno.hautetfort.com/",hetero_lieux,#icon-503-FF8277
La Clef,,45.292163,3.383392,,,"Café-lecture associatif, animations socioculturelles http://www.cafelecturebrioude.fr/",hetero_lieux,#icon-503-FF8277
La Vache Carrée,,45.884536,3.130167,,,Café-jeux- http://lavachecarree.blogspot.fr/,hetero_lieux,#icon-503-FF8277
La Maison de Parents en Bourgogne,,47.320391,5.080711,,,Lieu d'accueil et d'hébergement des familles et proches de personnes hospitalisées- http://mdp21.fr/,hetero_lieux,#icon-503-FF8277
La Cambuse,,48.250071000000005,-1.825229,,,"Café associatif, espace de rencontre intergénérationnel, interculturel et inter-associatif, animations socio-culturelles et pédagogiques - www.assolacambuse.org",hetero_lieux,#icon-503-FF8277
Nature Créative/la Grange de Laveau,,47.33233100000001,0.189043,,,"Eco-site, hébergement en yourte et en tipi, grange associative, éducation à l'environnement, partage de savoirs en éco-construction, herboristerie et conserverie- http://lagrangedelaveau.wordpress.com/",hetero_lieux,#icon-503-FF8277
